parent_name,parent_smiles,child_name,child_smiles,enzymes,origin,source
MK-429,COc1ccc([C@H](CC(=O)O)N2CCN(CCCc3ccc4c(n3)NCCC4)C2=O)cn1,,O=C(O)CC(c1ccc(O)nc1)N1CCN(CCCc2ccc3c(n2)NCCC3O)C1=O,CYP2D6;CYP3A4,MK-429,MetXBioDB
(R)-(+)-Rebamipide,O=C(N[C@H](Cc1cc(O)nc2ccccc12)C(=O)O)c1ccc(Cl)cc1,8-Hydroxyrebamipide,O=C(NC(Cc1cc(O)nc2c(O)cccc12)C(=O)O)c1ccc(Cl)cc1,CYP3A4,(R)-(+)-Rebamipide,MetXBioDB
(R)-(+)-Rebamipide,O=C(N[C@H](Cc1cc(O)nc2ccccc12)C(=O)O)c1ccc(Cl)cc1,6-Hydroxyrebamipide,O=C(NC(Cc1cc(O)nc2ccc(O)cc12)C(=O)O)c1ccc(Cl)cc1,CYP3A4,(R)-(+)-Rebamipide,MetXBioDB
"p-Methoxymethamphetamine, R-(-)-",CN[C@H](C)Cc1ccc(OC)cc1,HO-MA,CNC(C)Cc1ccc(O)cc1,CYP2D6,"p-Methoxymethamphetamine, R-(-)-",MetXBioDB
(S)-Methylenedioxyethylamphetamine,CCN[C@@H](C)Cc1ccc2c(c1)OCO2,"3,4-methylenedioxyamphetamine",C[C@H](N)Cc1ccc2c(c1)OCO2,CYP1A2;CYP2B6;CYP3A4,(S)-Methylenedioxyethylamphetamine,MetXBioDB
(S)-Methylenedioxyethylamphetamine,CCN[C@@H](C)Cc1ccc2c(c1)OCO2,"N-methyl-3,4-methylenedioxyamphetamine",CCN[C@@H](C)Cc1ccc(O)c(O)c1,CYP1A2;CYP2B6;CYP2C8;CYP2C9;CYP2D6;CYP2E1;CYP3A4,(S)-Methylenedioxyethylamphetamine,MetXBioDB
unii-3es85mm31y,CCCOc1ccc(S(=O)(=O)N2CCN(CC)CC2)cc1-c1nc2c(CC)n(Cc3ccccn3)nc2c(=O)[nH]1,,CCCOc1ccc(S(=O)(=O)N2CCNCC2)cc1-c1nc2c(CC)n(Cc3ccccn3)nc2c(=O)[nH]1,CYP3A4,unii-3es85mm31y,MetXBioDB
Fenproporex,C[C@@H](Cc1ccccc1)NCCC#N,amphetamine,CC(N)Cc1ccccc1,CYP1A2;CYP2B6;CYP2D6;CYP3A4,Fenproporex,MetXBioDB
Desmethylescitalopram,CNCCC[C@@]1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,,N#Cc1ccc2c(c1)COC2(CCCN)c1ccc(F)cc1,CYP2D6,Desmethylescitalopram,MetXBioDB
RPR-106541,CCC[C@@H]1O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)CC[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(SC)O1,,CCCC1OC2CC3C4CC(F)C5=CC(=O)CCC5(C)C4(F)C(O)CC3(C)C2(S(C)=O)O1,CYP3A4;CYP3A5,RPR-106541,MetXBioDB
"Desmethylsibutramine, (S)-",CN[C@@H](CC(C)C)C1(c2ccc(Cl)cc2)CCC1,1-[1-(4-chlorophenyl)cyclobutyl]-3-methylbutylamine,CC(C)CC(N)C1(c2ccc(Cl)cc2)CCC1,CYP2B6,"Desmethylsibutramine, (S)-",MetXBioDB
unii-ku5u13xy7j component vwcugcyzzgrkee-dyesrhjhsa-n,CC[C@@H](OC(C)=O)C(C[C@@H](C)NC)(c1ccccc1)c1ccccc1,,CCC(OC(C)=O)C(CC(C)N)(c1ccccc1)c1ccccc1,CYP2B6,unii-ku5u13xy7j component vwcugcyzzgrkee-dyesrhjhsa-n,MetXBioDB
"4'-Methoxy-alpha-pyrrolidinopropiophenone, (S)-",COc1ccc(C(=O)[C@H](C)N2CCCC2)cc1,,CC(C(=O)c1ccc(O)cc1)N1CCCC1,CYP2C19;CYP2D6,"4'-Methoxy-alpha-pyrrolidinopropiophenone, (S)-",MetXBioDB
unii-s5969b6237 component anucdxcticzjrh-zmzpimszsa-n,C[C@@H]1CO[C@@]2(c3ccccc3Cl)c3cc(Cl)ccc3N=C(O)CN12,,CC1(O)COC2(c3ccccc3Cl)c3cc(Cl)ccc3N=C(O)CN12,CYP3A4,unii-s5969b6237 component anucdxcticzjrh-zmzpimszsa-n,MetXBioDB
unii-vg463bm9rl component dtjqbbhyrqydeg-rlhiphhxsa-n,COCC[C@@H]1C[C@@H]2CN3CCc4c([nH]c5ccccc45)[C@@](C(=O)OC)(C2)[C@@H]13,,COC(=O)C12CC3CC(CCO)C1N(CCc1c2[nH]c2ccccc12)C3,CYP2C9;CYP2C19;CYP2D6;CYP3A4,unii-vg463bm9rl component dtjqbbhyrqydeg-rlhiphhxsa-n,MetXBioDB
(S)-Sibutramine,CC(C)C[C@H](N(C)C)C1(c2ccc(Cl)cc2)CCC1,,CNC(CC(C)C)C1(c2ccc(Cl)cc2)CCC1,CYP2B6;CYP2C19;CYP3A4,(S)-Sibutramine,MetXBioDB
R-Tolperisone,Cc1ccc(C(=O)[C@H](C)CN2CCCCC2)cc1,hydroxymethyl-tolperisone,CC(CN1CCCCC1)C(=O)c1ccc(CO)cc1,CYP1A2;CYP2C19;CYP2D6,R-Tolperisone,MetXBioDB
CP-195543,O=C(O)c1ccc(C(F)(F)F)cc1-c1ccc2c(c1)OC[C@H](Cc1ccccc1)[C@H]2O,M1 and M2,O=C(O)c1ccc(C(F)(F)F)cc1-c1ccc2c(c1)OCC(C(O)c1ccccc1)C2O,CYP3A4 ,CP-195543,MetXBioDB
CP-195543,O=C(O)c1ccc(C(F)(F)F)cc1-c1ccc2c(c1)OC[C@H](Cc1ccccc1)[C@H]2O,M3,O=C(O)c1ccc(C(F)(F)F)cc1-c1ccc2c(c1)OCC(Cc1ccccc1O)C2O,CYP3A4 ,CP-195543,MetXBioDB
(R)-Bunitrolol,CC(C)(C)NC[C@@H](O)COc1ccccc1C#N,,CC(C)(C)NCC(O)COc1ccc(O)cc1C#N,CYP2D6,(R)-Bunitrolol,MetXBioDB
v11294,CCNc1ncn(Cc2ccc(OC)c(OC3CCCC3)c2)c2nc(C(C)C)nc1-2,,CCNc1ncn(Cc2ccc(OC)c(OC3CCC(O)C3)c2)c2nc(C(C)C)nc1-2,CYP2C9;CYP3A4;,v11294,MetXBioDB
v11294,CCNc1ncn(Cc2ccc(OC)c(OC3CCCC3)c2)c2nc(C(C)C)nc1-2,,CCNc1ncn(Cc2ccc(OC)c(OC3CCCC3)c2)c2nc(C(C)(C)O)nc1-2,CYP2C9;CYP3A4;,v11294,MetXBioDB
v11294,CCNc1ncn(Cc2ccc(OC)c(OC3CCCC3)c2)c2nc(C(C)C)nc1-2,,COc1ccc(Cn2cnc(N)c3nc(C(C)C)nc2-3)cc1OC1CCCC1,CYP2C9;CYP2C19;CYP2D6;CYP3A4;,v11294,MetXBioDB
valdecoxib,Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1,"4Ã¢â‚¬Â[5Ã¢â‚¬Â(hydroxymethyl)Ã¢â‚¬Â3Ã¢â‚¬ÂphenylÃ¢â‚¬Â1,2Ã¢â‚¬ÂoxazolÃ¢â‚¬Â4Ã¢â‚¬Âyl]benzeneÃ¢â‚¬Â1Ã¢â‚¬Âsulfonamide",NS(=O)(=O)c1ccc(-c2c(-c3ccccc3)noc2CO)cc1,CYP2C9; CYP3A4,valdecoxib,MetXBioDB
valdecoxib,Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1,"4Ã¢â‚¬Â[3Ã¢â‚¬Â(3Ã¢â‚¬Âhydroxyphenyl)Ã¢â‚¬Â5Ã¢â‚¬ÂmethylÃ¢â‚¬Â1,2Ã¢â‚¬ÂoxazolÃ¢â‚¬Â4Ã¢â‚¬Âyl]benzeneÃ¢â‚¬Â1Ã¢â‚¬Âsulfonamide",Cc1onc(-c2cccc(O)c2)c1-c1ccc(S(N)(=O)=O)cc1,CYP2C9; CYP3A4,valdecoxib,MetXBioDB
valproic acid,CCCC(CCC)C(=O)O,4-Hydroxyvalproate,CCCC(CC(C)O)C(=O)O,CYP2C9; CYP2B6; CYP2A6,valproic acid,MetXBioDB
valproic acid,CCCC(CCC)C(=O)O,5-Hydroxyvalproate,CCCC(CCCO)C(=O)O,CYP2C9; CYP2B6; CYP2A6,valproic acid,MetXBioDB
valproic acid,CCCC(CCC)C(=O)O,3-Hydroxyvalproate,CCCC(C(=O)O)C(O)CC,CYP2C9; CYP2B6; CYP2A6,valproic acid,MetXBioDB
valproic acid,CCCC(CCC)C(=O)O,4-ene-valproate,C=CCC(CCC)C(=O)O,CYP2C9,valproic acid,MetXBioDB
valsartan,CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1)[C@H](C(=O)O)C(C)C,4-OH-valsartan,CC(O)CCC(=O)N(Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1)[C@H](C(=O)O)C(C)C,CYP2C9,valsartan,MetXBioDB
valspodar,C/C=C/C[C@@H](C)C(=O)[C@H]1C(O)=N[C@@H](C(C)C)C(=O)N(C)CC(=O)N(C)[C@@H](CC(C)C)C(O)=N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(O)=N[C@@H](C)C(O)=N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C,,C/C=C/CC(C)C(=O)C1C(O)=NC(C(C)C)C(=O)N(C)CC(=O)N(C)C(CC(C)C)C(O)=NC(C(C)C)C(=O)N(C)C(CC(C)C)C(O)=NC(C)C(O)=NC(C)C(=O)N(C)C(CC(C)CO)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(C(C)C)C(=O)N1C,CYP3A4,valspodar,MetXBioDB
vanoxerine,Fc1ccc(C(OCCN2CCN(CCCc3ccccc3)CC2)c2ccc(F)cc2)cc1,,Oc1ccc(CCCN2CCN(CCOC(c3ccc(F)cc3)c3ccc(F)cc3)CC2)cc1,CYP2D6,vanoxerine,MetXBioDB
vanoxerine,Fc1ccc(C(OCCN2CCN(CCCc3ccccc3)CC2)c2ccc(F)cc2)cc1,,OC(CCN1CCN(CCOC(c2ccc(F)cc2)c2ccc(F)cc2)CC1)c1ccccc1,CYP2D6,vanoxerine,MetXBioDB
vicriviroc,COC[C@@H](c1ccc(C(F)(F)F)cc1)N1CCN(C2(C)CCN(C(=O)c3c(C)ncnc3C)CC2)C[C@@H]1C,N-Desalkylvicriviroc ,Cc1ncnc(C)c1C(=O)N1CCC(C)(N2CCN[C@@H](C)C2)CC1,CYP3A4; CYP3A5,vicriviroc,MetXBioDB
vicriviroc,COC[C@@H](c1ccc(C(F)(F)F)cc1)N1CCN(C2(C)CCN(C(=O)c3c(C)ncnc3C)CC2)C[C@@H]1C,O-Desmethylvicriviroc ,Cc1ncnc(C)c1C(=O)N1CCC(C)(N2CCN([C@@H](CO)c3ccc(C(F)(F)F)cc3)[C@@H](C)C2)CC1,CYP2C9; CYP3A4; CYP3A5,vicriviroc,MetXBioDB
vicriviroc,COC[C@@H](c1ccc(C(F)(F)F)cc1)N1CCN(C2(C)CCN(C(=O)c3c(C)ncnc3C)CC2)C[C@@H]1C,Vicriviroc N-oxide ,COC[C@@H](c1ccc(C(F)(F)F)cc1)N1CCN(C2(C)CCN(C(=O)c3c(C)nc[n+]([O-])c3C)CC2)C[C@@H]1C,CYP3A4; CYP3A5,vicriviroc,MetXBioDB
vitamin_d2,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@@]2(C)[C@H]1CC[C@H]2[C@@H](C)/C=C/[C@@H](C)C(C)C,,C=C1CCC(O)C/C1=C/C=C1\CCCC2(C)C1CCC2C(C)/C=C/C(C)(O)C(C)C,CYP3A4,vitamin_d2,MetXBioDB
voriconazole,C[C@@H](c1ncncc1F)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,Hydroxymethyl Voriconazole,OC[C@@H](c1ncncc1F)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,CYP3A4,voriconazole,MetXBioDB
voriconazole,C[C@@H](c1ncncc1F)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,Voriconazole N-Oxide,C[C@@H](c1nc[n+]([O-])cc1F)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,CYP2C9 (major); CYP2C19 (major); CYP3A4 (minor),voriconazole,MetXBioDB
warfarin-r,CC(=O)C[C@H](c1ccccc1)c1c(O)oc2ccccc2c1=O,10-Hydroxywarfarin,CC(=O)C(O)[C@H](c1ccccc1)c1c(O)oc2ccccc2c1=O,CYP3A4,warfarin-r,MetXBioDB
warfarin-r,CC(=O)C[C@H](c1ccccc1)c1c(O)oc2ccccc2c1=O,6-Hydroxywarfarin,CC(=O)C[C@H](c1ccccc1)c1c(O)oc2ccc(O)cc2c1=O,CYP1A2; CYP1A1; CYP2C19,warfarin-r,MetXBioDB
warfarin-r,CC(=O)C[C@H](c1ccccc1)c1c(O)oc2ccccc2c1=O,8-Hydroxywarfarin,CC(=O)C[C@H](c1ccccc1)c1c(O)oc2c(O)cccc2c1=O,CYP1A2; CYP1A1; CYP2C19,warfarin-r,MetXBioDB
warfarin-r,CC(=O)C[C@H](c1ccccc1)c1c(O)oc2ccccc2c1=O,#NAME?,CC(=O)C[C@H](c1ccccc1)c1c(O)oc2cc(O)ccc2c1=O,CYP1A2; CYP1A1; CYP2C8,warfarin-r,MetXBioDB
warfarin-r,CC(=O)C[C@H](c1ccccc1)c1c(O)oc2ccccc2c1=O,4'- Hydroxywarfarin,CC(=O)C[C@H](c1ccc(O)cc1)c1c(O)oc2ccccc2c1=O,CYP2C9; CYP2C18,warfarin-r,MetXBioDB
warfarin-s,CC(=O)C[C@@H](c1ccccc1)c1c(O)oc2ccccc2c1=O,7-Hydroxywarfarin,CC(=O)C[C@@H](c1ccccc1)c1c(O)oc2cc(O)ccc2c1=O,CYP2C9,warfarin-s,MetXBioDB
warfarin-s,CC(=O)C[C@@H](c1ccccc1)c1c(O)oc2ccccc2c1=O,4'-Hydroxywarfarin,CC(=O)C[C@@H](c1ccc(O)cc1)c1c(O)oc2ccccc2c1=O,CYP2C9,warfarin-s,MetXBioDB
warfarin-s,CC(=O)C[C@@H](c1ccccc1)c1c(O)oc2ccccc2c1=O,6-Hydroxylation,CC(=O)C[C@@H](c1ccccc1)c1c(O)oc2ccc(O)cc2c1=O,CYP2C9; CYP2C8; CYP2C18; CYP2C19; CYP3A4,warfarin-s,MetXBioDB
warfarin-s,CC(=O)C[C@@H](c1ccccc1)c1c(O)oc2ccccc2c1=O,10-Hydroxylation,CC(=O)C(O)[C@@H](c1ccccc1)c1c(O)oc2ccccc2c1=O,CYP3A4,warfarin-s,MetXBioDB
7-Ethoxy-4-trifluoromethylcoumarin,CCOc1ccc2c(C(F)(F)F)cc(=O)oc2c1,7-Hydroxy-4-trifluoromethylcourmarin,O=c1cc(C(F)(F)F)c2ccc(O)cc2o1,CYP1A2; CYP2B6; CYP2E1; CYP2C9; CYP2C19,7-Ethoxy-4-trifluoromethylcoumarin,MetXBioDB
7-methoxy-4-trifluoromethylcoumarin,COc1ccc2c(C(F)(F)F)cc(=O)oc2c1,7-Hydroxy-4-(trifluoromethyl)chromen-2-one,O=c1cc(C(F)(F)F)c2ccc(O)cc2o1,CYP1A2;CYP2A6;CYP2B6;CYP2C9;CYP2C19;CYP2D6;CYP2E1,7-methoxy-4-trifluoromethylcoumarin,MetXBioDB
7-Benzyloxyresorufin,O=c1ccc2nc3ccc(OCc4ccccc4)cc3oc-2c1,Resorufin,O=c1ccc2nc3ccc(O)cc3oc-2c1,CYP1A1; CYP1A2; CYP1B1,7-Benzyloxyresorufin,MetXBioDB
"Dibenz[a,j]acridine",c1ccc2c(c1)ccc1nc3ccc4ccccc4c3cc12,,ON1c2ccc3ccccc3c2C=C2c3ccccc3C=CC21,CYP1A2;CYP3A4,"Dibenz[a,j]acridine",MetXBioDB
"Dibenz[a,j]acridine",c1ccc2c(c1)ccc1nc3ccc4ccccc4c3cc12,,O=C1c2c(ccc3ccccc23)N=C2C=Cc3ccccc3C12,CYP1A2;CYP3A4,"Dibenz[a,j]acridine",MetXBioDB
"Dibenz[a,j]acridine",c1ccc2c(c1)ccc1nc3ccc4ccccc4c3cc12,"3,4-DHD",Oc1ccc2c(ccc3nc4ccc5ccccc5c4cc32)c1O,CYP1A2;CYP3A4,"Dibenz[a,j]acridine",MetXBioDB
"Dibenz[a,j]acridine",c1ccc2c(c1)ccc1nc3ccc4ccccc4c3cc12,"1,2-DHD",Oc1ccc2ccc3nc4ccc5ccccc5c4cc3c2c1O,CYP1A2;CYP3A4,"Dibenz[a,j]acridine",MetXBioDB
"Dibenz[a,j]acridine",c1ccc2c(c1)ccc1nc3ccc4ccccc4c3cc12,"5,6-DHD",Oc1c(O)c2nc3ccc4ccccc4c3cc2c2ccccc12,CYP1A2;CYP3A4,"Dibenz[a,j]acridine",MetXBioDB
"Methyl N,N-diethyldithiocarbamate",CCN(CC)C(=S)SC,MeDDC sulfine ,CCN(CC)C(SC)=S=O,CYP1A2; CYP2A6; CYP2B6; CYP2E1; CYP3A4; CYP3A5,"Methyl N,N-diethyldithiocarbamate",MetXBioDB
"7,12 Dimethylbenzanthracene",Cc1c2ccccc2c(C)c2c1ccc1ccccc12,,Cc1c2ccccc2c(C)c2c1c(O)c(O)c1ccccc12,CYP1A2;CYP2B6;CYP2C8;CYP2C9;CYP2E1;CYP3A4,"7,12 Dimethylbenzanthracene",MetXBioDB
"7,12 Dimethylbenzanthracene",Cc1c2ccccc2c(C)c2c1ccc1ccccc12,,Cc1c2ccc3ccccc3c2c(C)c2ccc(O)c(O)c12,CYP1A2;CYP2B6;CYP2C8;CYP2C9;CYP2E1;CYP3A4,"7,12 Dimethylbenzanthracene",MetXBioDB
"7,12 Dimethylbenzanthracene",Cc1c2ccccc2c(C)c2c1ccc1ccccc12,,Cc1c2ccccc2c(C)c2c1ccc1c(O)c(O)ccc12,CYP1A2;CYP2B6;CYP2C8;CYP2C9;CYP2E1;CYP3A4,"7,12 Dimethylbenzanthracene",MetXBioDB
"7,12 Dimethylbenzanthracene",Cc1c2ccccc2c(C)c2c1ccc1ccccc12,,Cc1c2ccccc2c(C)c2c1ccc1ccc(O)cc12,CYP1A2;CYP2B6;CYP2C8;CYP2C9;CYP2E1;CYP3A4,"7,12 Dimethylbenzanthracene",MetXBioDB
"7,12 Dimethylbenzanthracene",Cc1c2ccccc2c(C)c2c1ccc1ccccc12,,Cc1c2ccccc2c(CO)c2ccc3ccccc3c12,CYP1A2;CYP2B6;CYP2C8;CYP2C9;CYP2E1;CYP3A4,"7,12 Dimethylbenzanthracene",MetXBioDB
"7,12 Dimethylbenzanthracene",Cc1c2ccccc2c(C)c2c1ccc1ccccc12,,Cc1c2ccccc2c(CO)c2c1ccc1ccccc12,CYP1A2;CYP2B6;CYP2C8;CYP2C9;CYP2E1;CYP3A4,"7,12 Dimethylbenzanthracene",MetXBioDB
DMXAA,Cc1ccc2c(=O)c3cccc(CC(=O)O)c3oc2c1C,6-Hydroxy-MXAA,Cc1c(CO)ccc2c(=O)c3cccc(CC(=O)O)c3oc12,CYP1A2,DMXAA,MetXBioDB
4-(Aminomethyl)-7-methoxycoumarin,COc1ccc2c(CN)cc(=O)oc2c1,7-hydroxy-4-(aminomethyl)-coumarin (HAMC),NCc1cc(=O)oc2cc(O)ccc12,CYP1A2;CYP2C19;CYP2D6,4-(Aminomethyl)-7-methoxycoumarin,MetXBioDB
Nitrosodiethylamine,CCN(CC)N=O,N-Nitrosomonoethylamine,CCN=NO,CYP2A6; CYP2B6; CYP2E1,Nitrosodiethylamine,MetXBioDB
N-Nitrosodimethylamine,CN(C)N=O,N-Nitroso-N-methyl-N-hydroxymethylamine,CN(CO)N=O,CYP2E1; CYP2A6,N-Nitrosodimethylamine,MetXBioDB
N-Nitrosodimethylamine,CN(C)N=O,N-Nitrosomethylamine,CN=NO,CYP1A2; CYP2E1,N-Nitrosodimethylamine,MetXBioDB
NNK,CN(CCCC(=O)c1cccnc1)N=O,,O=NN(CO)CCCC(=O)c1cccnc1,CYP1A1; CYP1A2; CYP1B1; CYP2A6; CYP2B6; CYP2D6; CYP2E1,NNK,MetXBioDB
DEET,CCN(CC)C(=O)c1cccc(C)c1,"N,N-diethyl-m-hydroxymethylbenzamide",CCN(CC)C(=O)c1cccc(CO)c1,CYP1A2; CYP2B6; CYP2D6; CYP2E1,DEET,MetXBioDB
DEET,CCN(CC)C(=O)c1cccc(C)c1,,CCN(CCO)C(=O)c1cccc(C)c1,CYP2A6; CYP2C19; CYP3A4; CYP3A5,DEET,MetXBioDB
"dibenzo(a,h)anthracene",c1ccc2c(c1)ccc1cc3c(ccc4ccccc43)cc12,"dibenzo(a,h)anthracene 1,2-epoxide",C1=CC2OC2c2c1ccc1cc3c(ccc4ccccc43)cc21,CYP1A1; CYP1A2,"dibenzo(a,h)anthracene",MetXBioDB
"dibenzo(a,h)anthracene",c1ccc2c(c1)ccc1cc3c(ccc4ccccc43)cc12,"dibenzo(a,h)anthracene 3,4-epoxide",C1=Cc2ccc3cc4c5c(ccc4cc3c2CC1)C1OC1C=C5,CYP1A2 (major); CYP2B6 (minor); CYP2C9 (major),"dibenzo(a,h)anthracene",MetXBioDB
Alvameline,CCn1nnc(C2=CCCN(C)C2)n1,,CCn1nnc(C2=CCCNC2)n1,CYP1A2;CYP2A6;CYP2C19;CYP3A4,Alvameline,MetXBioDB
Alvameline,CCn1nnc(C2=CCCN(C)C2)n1,,CCn1nnc(C2=CCC[N+](C)([O-])C2)n1,CYP1A2;CYP2C19,Alvameline,MetXBioDB
Alvameline,CCn1nnc(C2=CCCN(C)C2)n1,,CN1CCC=C(c2nn[nH]n2)C1,CYP2D6,Alvameline,MetXBioDB
Alvameline,CCn1nnc(C2=CCCN(C)C2)n1,,CCn1nnc(C2=CCC=[N+](C)C2)n1,CYP1A2;CYP2A6;CYP2C19;CYP3A4,Alvameline,MetXBioDB
O-isopropyl acetaminophen,CC(O)=Nc1ccc(OC(C)C)cc1,Acetaminophen,CC(O)=Nc1ccc(O)cc1,CYP1A2,O-isopropyl acetaminophen,MetXBioDB
O-isopropyl acetaminophen,CC(O)=Nc1ccc(OC(C)C)cc1,,COc1ccc(N=CO)cc1,CYP1A2,O-isopropyl acetaminophen,MetXBioDB
p-Methoxyacetanilide,COc1ccc(N=C(C)O)cc1,"p-Methoxyacetanilide, O-demethyl-",CC(O)=Nc1ccc(O)cc1,CYP1A2,p-Methoxyacetanilide,MetXBioDB
Terbutryn,CCN=c1nc(NC(C)(C)C)[nH]c(SC)n1,,CCN=c1nc(NC(C)(C)C)[nH]c(S(C)=O)n1,CYP1A2;CYP2B6;CYP3A4,Terbutryn,MetXBioDB
Terbutryn,CCN=c1nc(NC(C)(C)C)[nH]c(SC)n1,,CSc1nc(=NC(C)O)nc(NC(C)(C)C)[nH]1,CYP1A2;CYP2B6;CYP3A4,Terbutryn,MetXBioDB
Terbutryn,CCN=c1nc(NC(C)(C)C)[nH]c(SC)n1,,CCN=c1nc(NC(C)(C)CO)[nH]c(SC)n1,CYP1A2,Terbutryn,MetXBioDB
MNAN,CCCCCN(C)N=O,,CCCCCN(CO)N=O,CYP2A6;CYP2E1,MNAN,MetXBioDB
MNAN,CCCCCN(C)N=O,,CC(O)CCCN(C)N=O,CYP2A6;CYP2E1,MNAN,MetXBioDB
NDPA,CCCN(CCC)N=O,Alpha-OH NDPA,CCCN(N=O)C(O)CC,CYP2A6;CYP2B6;CYP2C8;CYP2C9;CYP2D6;CYP2E1;CYP3A4,NDPA,MetXBioDB
NDPA,CCCN(CCC)N=O,Dipropylimine,CCCNCCC,CYP2E1;CYP3A4,NDPA,MetXBioDB
NPYR,O=NN1CCCC1,,O=NN1CCCC1O,CYP2A6;CYP2E1,NPYR,MetXBioDB
butadiene,C=CC=C,butadiene_monoxide,C=CC1CO1,CYP2A6;CYP2C9;CYP2E1,butadiene,MetXBioDB
butadiene,C=CC=C,3-buten-2-one,C=CC(C)=O,CYP2A6;CYP2C9;CYP2E1,butadiene,MetXBioDB
RP73401,COc1ccc(C(=O)N=c2c(Cl)c[nH]cc2Cl)cc1OC1CCCC1,,COc1ccc(C(=O)N=c2c(Cl)c[nH]cc2Cl)cc1OC1CCC(O)C1,CYP2B6,RP73401,MetXBioDB
sulfinpyrazone_sulfide,O=C1C(CCSc2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1,Sulfinpyrazone,O=C1C(CCS(=O)c2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1,CYP2C9;CYP3A4,sulfinpyrazone_sulfide,MetXBioDB
sulfinpyrazone_sulfide,O=C1C(CCSc2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1,,O=C1C(CCS(=O)c2ccccc2)C(=O)N(c2ccc(O)cc2)N1c1ccccc1,CYP2C9;CYP3A4,sulfinpyrazone_sulfide,MetXBioDB
sulfinpyrazone_sulfide,O=C1C(CCSc2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1,,O=C1C(CCS(=O)c2ccc(O)cc2)C(=O)N(c2ccccc2)N1c1ccccc1,CYP2C9;CYP3A4,sulfinpyrazone_sulfide,MetXBioDB
Proguanil,CC(C)NC(=N)NC(=N)Nc1ccc(Cl)cc1,Cycloguanil,CC1(C)NC(=N)NC(=N)N1c1ccc(Cl)cc1,CYP1A2; CYP2C19; CYP2D6; CYP3A4; CYP2C9 (minor),Proguanil,MetXBioDB
Proguanil,CC(C)NC(=N)NC(=N)Nc1ccc(Cl)cc1,4-Chlorophenylbiguanide,N=C(N)NC(=N)Nc1ccc(Cl)cc1,CYP2C19,Proguanil,MetXBioDB
4_nitro_phenol,O=[N+]([O-])c1ccc(O)cc1,4-nitrocatechol (4NC) ,O=[N+]([O-])c1ccc(O)c(O)c1,CYP2E1,4_nitro_phenol,MetXBioDB
"7,8-Dihydrobenzo[a]pyrene-7,8-diol",OC1C=Cc2c(cc3ccc4cccc5ccc2c3c45)C1O,,OC1c2cc3ccc4cccc5ccc(c2C2OC2C1O)c3c45,CYP1A1;CYP1B1,"7,8-Dihydrobenzo[a]pyrene-7,8-diol",MetXBioDB
Furametpyr,Cc1nn(C)c(Cl)c1C(O)=Nc1cccc2c1C(C)OC2(C)C,,Cc1[nH]nc(Cl)c1C(O)=Nc1cccc2c1C(C)OC2(C)C,CYP1A1;CYP1A2;CYP2C19;CYP3A4,Furametpyr,MetXBioDB
Bioresmethrin,CC(C)=C[C@@H]1[C@@H](C(=O)OCc2coc(Cc3ccccc3)c2)C1(C)C,BFA,OCc1coc(Cc2ccccc2)c1,CYP2C8;CYP2C9;CYP2C19;CYP3A4,Bioresmethrin,MetXBioDB
TRANS-PERMETHRIN,CC1(C)[C@H](C=C(Cl)Cl)[C@H]1C(=O)OCc1cccc(Oc2ccccc2)c1,(3-Phenoxyphenyl)methanol,OCc1cccc(Oc2ccccc2)c1,CYP2C8;CYP2C9;CYP2C19;CYP3A4,TRANS-PERMETHRIN,MetXBioDB
LOSIGAMONE,COC1=CC(=O)OC1C(O)c1ccccc1Cl,,COC1=CC(=O)OC1C(O)c1ccc(O)cc1Cl,CYP2A6,LOSIGAMONE,MetXBioDB
LOSIGAMONE,COC1=CC(=O)OC1C(O)c1ccccc1Cl,,COC1=CC(=O)OC1C(O)c1cc(O)ccc1Cl,CYP2A6,LOSIGAMONE,MetXBioDB
Promethazine,CC(CN1c2ccccc2Sc2ccccc21)N(C)C,,CC(CN1c2ccccc2S(=O)c2ccccc21)N(C)C,CYP2D6,Promethazine,MetXBioDB
