parent_name,child_name,parent_smiles,child_smiles
7-Hydroxy-3-methylflavone,,Cc1c(-c2ccccc2)oc2cc(O)ccc2c1=O,Cc1c(-c2ccccc2)oc2cc(OC3OC(C(=O)O)C(O)C(O)C3O)ccc2c1=O
4-aminoveratrole,,COc1ccc(N)cc1OC,COc1ccc(NC(C)=O)cc1OC
phentolamine,,Cc1ccc(N(CC2=NCCN2)c2cccc(O)c2)cc1,Cc1ccc(N(CC2=NCCN2)c2cccc(OS(=O)(=O)O)c2)cc1
Resacetophenone,,CC(=O)c1ccc(O)cc1O,CC(=O)c1ccc(O)cc1OS(=O)(=O)O
Epinephrine,,CNCC(O)c1ccc(O)c(O)c1,CNCC(O)c1ccc(OS(=O)(=O)O)c(O)c1
"10-hydroxy-7,8,9,10-tetrahydrobenzo[a]pyrene",,OC1CCCc2cc3ccc4cccc5ccc(c21)c3c45,O=S(=O)(O)OC1CCCc2cc3ccc4cccc5ccc(c21)c3c45
trovafloxacin,,NC1C2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)CC12,NC1C2CN(c3nc4c(cc3F)c(=O)c(C(=O)OC3OC(C(=O)O)C(O)C(O)C3O)cn4-c3ccc(F)cc3F)CC12
2-hydroxymethylpyrene,,OCc1cc2ccc3cccc4ccc(c1)c2c34,O=S(=O)(O)OCc1cc2ccc3cccc4ccc(c1)c2c34
alpha-methyl benzyl alcohol,,CC(O)c1ccccc1,CC(OC1OC(C(=O)O)C(O)C(O)C1O)c1ccccc1
Kaempferol,,O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,O=C(O)C1OC(Oc2cc(O)c3c(=O)c(O)c(-c4ccc(O)cc4)oc3c2)C(O)C(O)C1O
2-ethylaniline,,CCc1ccccc1N,CCc1ccccc1NC(C)=O
4-nonylphenol,,CCCCCCCCCc1ccc(O)cc1,CCCCCCCCCc1ccc(OS(=O)(=O)O)cc1
Tizanidine M6,,Oc1cc(Cl)c(NC2=NCCN2)c2nsnc12,O=C(O)C1OC(Oc2cc(Cl)c(NC3=NCCN3)c3nsnc23)C(O)C(O)C1O
Dezocine,,CC12CCCCCC(Cc3ccc(O)cc31)C2N,CC12CCCCCC(Cc3ccc(OC4OC(C(=O)O)C(O)C(O)C4O)cc31)C2N
Dulcin,,CCOc1ccc(NC(N)=O)cc1,CCOc1ccc(NC(=O)NC2OC(C(=O)O)C(O)C(O)C2O)cc1
Jaceidin,,COc1cc(-c2oc3cc(O)c(OC)c(O)c3c(=O)c2OC)ccc1O,COc1cc(-c2oc3cc(O)c(OC)c(O)c3c(=O)c2OC)ccc1OC1OC(C(=O)O)C(O)C(O)C1O
"5,6-O-DiDesmethyl Donepezil",,O=C1c2cc(O)c(O)cc2CC1CC1CCN(Cc2ccccc2)CC1,O=C1c2cc(OC3OC(C(=O)O)C(O)C(O)C3O)c(O)cc2CC1CC1CCN(Cc2ccccc2)CC1
"3,6,4p-Trihydroxyflavone",,O=c1c(O)c(-c2ccc(O)cc2)oc2ccc(O)cc12,O=C(O)C1OC(Oc2c(-c3ccc(O)cc3)oc3ccc(O)cc3c2=O)C(O)C(O)C1O
4p-Carboxylumiracoxib,,Cc1ccc(Nc2c(F)cc(O)cc2Cl)c(CC(=O)O)c1,Cc1ccc(Nc2c(F)cc(O)cc2Cl)c(CC(=O)OC2OC(C(=O)O)C(O)C(O)C2O)c1
O-Desmethylvenlafaxine,,NCC(c1ccc(O)cc1)C1(O)CCCCC1,NCC(c1ccc(OC2OC(C(=O)O)C(O)C(O)C2O)cc1)C1(O)CCCCC1
"2,8-Dihydroxyquinoline",,Oc1ccc2cccc(O)c2n1,O=C(O)C1OC(Oc2ccc3cccc(O)c3n2)C(O)C(O)C1O
Hydroxyfarnesol,,CC(=CCCC(C)=CCCC(C)=CCO)CO,CC(=CCO)CCC=C(C)CCC=C(C)COC1OC(C(=O)O)C(O)C(O)C1O
Ketoprofen,,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,CC(C(=O)OC1OC(C(=O)O)C(O)C(O)C1O)c1cccc(C(=O)c2ccccc2)c1
7-hydroxy-12-methylbenz[a]anthracene,,Cc1c2ccccc2c(O)c2ccc3ccccc3c12,Cc1c2ccccc2c(OS(=O)(=O)O)c2ccc3ccccc3c12
Lasofoxifene,,Oc1ccc2c(c1)CCC(c1ccccc1)C2c1ccc(OCCN2CCCC2)cc1,O=C(O)C1OC(Oc2ccc3c(c2)CCC(c2ccccc2)C3c2ccc(OCCN3CCCC3)cc2)C(O)C(O)C1O
1-iodo-3-phenylpropane,3-phenylpropyl-glutathione,ICCCc1ccccc1,NC(CCC(=O)NC(CSCCCc1ccccc1)C(=O)NCC(=O)O)C(=O)O
4p-OH-aceclofenac,,O=C(O)COC(=O)Cc1ccccc1Nc1c(Cl)cc(O)cc1Cl,O=C(O)COC(=O)Cc1ccccc1Nc1c(Cl)cc(OC2OC(C(=O)O)C(O)C(O)C2O)cc1Cl
"4-Hydroxy-5-(3p,5p-dihydroxyphenyl)-valeric acid",,O=C(O)CCC(O)Cc1cc(O)cc(O)c1,O=C(CCC(O)Cc1cc(O)cc(O)c1)OCOC1OC(C(O)O)C(O)C(O)C1O
4-hydroxyatomoxetine,,CNCCC(Oc1ccc(O)cc1C)c1ccccc1,CNCCC(Oc1ccc(OC2OC(C(=O)O)C(O)C(O)C2O)cc1C)c1ccccc1
"6,7,3p-Trihydroxflavone",,O=c1cc(-c2cccc(O)c2)oc2cc(O)c(O)cc12,O=C(O)C1OC(Oc2cc3oc(-c4cccc(O)c4)cc(=O)c3cc2O)C(O)C(O)C1O
N-hydroxy-2-acetylaminofluorene,,CC(=O)N(O)c1ccc2c(c1)Cc1ccccc1-2,CC(=O)N(OC1OC(C(=O)O)C(O)C(O)C1O)c1ccc2c(c1)Cc1ccccc1-2
Pentaerythritol Dibromide,,OCC(CO)(CBr)CBr,O=C(O)C1OC(OCC(CO)(CBr)CBr)C(O)C(O)C1O
"5-(3p,4p-Dihydroxyphenyl)-gamma-valerolactone-4p-O-methyl",,COc1ccc(CC2CCC(=O)O2)cc1O,COc1ccc(CC2CCC(=O)O2)cc1OC1OC(C(=O)O)C(O)C(O)C1O
2-Methoxyestrone,,COc1cc2c(cc1O)CCC1C2CCC2(C)C(=O)CCC12,COc1cc2c(cc1OC1OC(O)C(O)C(O)C1O)CCC1C2CCC2(C)C(=O)CCC12
Carveol,,C=C(C)C1CC=C(C)C(O)C1,C=C(C)C1CC=C(C)C(OC2OC(C(=O)O)C(O)C(O)C2O)C1
7-Hydroxyflavone,,O=c1cc(-c2ccccc2)oc2cc(O)ccc12,O=C(O)C1OC(Oc2ccc3c(=O)cc(-c4ccccc4)oc3c2)C(O)C(O)C1O
25-Hydroxyvitamin D2,,C=C1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)C=CC(C)C(C)(C)O,C=C1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)C=CC(C)C(C)(C)OC1OC(C(=O)O)C(O)C(O)C1O
Edaravone,,Cc1cc(O)n(-c2ccccc2)n1,Cc1cc(OC2OC(C(=O)O)C(O)C(O)C2O)n(-c2ccccc2)n1
"6,7-Dihydroxyflavone",,O=c1cc(-c2ccccc2)oc2cc(O)c(O)cc12,O=C(O)C1OC(Oc2cc3oc(-c4ccccc4)cc(=O)c3cc2O)C(O)C(O)C1O
N-hydroxy-2-acetylamino-3-methyl-5-phenylpyridine,,CC(=O)N(O)c1ncc(-c2ccccc2)cc1C,CC(=O)N(OC1OC(C(=O)O)C(O)C(O)C1O)c1ncc(-c2ccccc2)cc1C
5-OH-paeonol,,COc1cc(O)c(C(C)=O)cc1O,COc1cc(OS(=O)(=O)O)c(C(C)=O)cc1O
4-phenoxyaniline,,Nc1ccc(Oc2ccccc2)cc1,CC(=O)Nc1ccc(Oc2ccccc2)cc1
N-hydroxy-2-aminobenzanthrone,,O=C1C=c2cc3ccc4ccc(NO)cc4c3cc2=CC1,O=C1C=c2cc3ccc4ccc(NOC5OC(C(=O)O)C(O)C(O)C5O)cc4c3cc2=CC1
xanthurenic acid,,O=C(O)c1cc(O)c2cccc(O)c2n1,O=C(O)c1cc(O)c2cccc(OS(=O)(=O)O)c2n1
Misonidazole,,COCC(O)Cn1ccnc1[N+](=O)[O-],COCC(Cn1ccnc1[N+](=O)[O-])OC1OC(C(=O)O)C(O)C(O)C1O
Etiocholanolone,,CC12CCC3C(CCC4CC(O)CCC43C)C1CCC2=O,CC12CCC3C(CCC4CC(OC5OC(C(=O)O)C(O)C(O)C5O)CCC43C)C1CCC2=O
3-alpha-hydroxydesogestrel,,C#CC1(O)CCC2C3CCC4=CC(O)CCC4C3C(=C)CC21CC,C#CC1(O)CCC2C3CCC4=CC(OC5OC(C(=O)O)C(O)C(O)C5O)CCC4C3C(=C)CC21CC
"B[a]P 7,8-epoxide",,C1=CC2OC2c2cc3ccc4cccc5ccc(c21)c3c45,NC(CCC(=O)NC(CSOC1c2cc3ccc4cccc5ccc(c2C=CC1O)c3c45)C(=O)NCC(=O)O)C(=O)O
4-Chlorophenol,,Oc1ccc(Cl)cc1,O=C(O)C1OC(Oc2ccc(Cl)cc2)C(O)C(O)C1O
Minoxidil,,N=c1nc(N2CCCCC2)cc(N)n1O,N=c1nc(N2CCCCC2)cc(N)n1OS(=O)(=O)O
3p-Oxohexobarbital,,CN1C(=O)N=C(O)C(C)(C2=CC(=O)CCC2)C1=O,CN1C(=O)N=C(O)C(C)(C2(SCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O)CCCC(=O)C2)C1=O
5-O-Desmethyl Donepezil,,COc1cc2c(cc1O)CC(CC1CCN(Cc3ccccc3)CC1)C2=O,COc1cc2c(cc1OC1OC(C(=O)O)C(O)C(O)C1O)CC(CC1CCN(Cc3ccccc3)CC1)C2=O
6-Hydroxyflavone,,O=c1cc(-c2ccccc2)oc2ccc(O)cc12,O=C(O)C1OC(Oc2ccc3oc(-c4ccccc4)cc(=O)c3c2)C(O)C(O)C1O
Dihydrocurcumin,,COc1cc(C=CC(=O)C=C(O)CCc2ccc(O)c(OC)c2)ccc1O,COc1cc(CCC(O)=CC(=O)C=Cc2ccc(OC3OC(C(=O)O)C(O)C(O)C3O)c(OC)c2)ccc1O
"4-OH-2,6-dimethylaniline",,Cc1cc(O)cc(C)c1N,Cc1cc(OC2OC(C(=O)O)C(O)C(O)C2O)cc(C)c1N
3-Hydroxy-6-methylflavone,,Cc1ccc2oc(-c3ccccc3)c(O)c(=O)c2c1,Cc1ccc2oc(-c3ccccc3)c(OC3OC(C(=O)O)C(O)C(O)C3O)c(=O)c2c1
Tolcapone,,Cc1ccc(C(=O)c2cc(O)c(O)c([N+](=O)[O-])c2)cc1,Cc1ccc(C(=O)c2cc(O)c(OC3OC(C(=O)O)C(O)C(O)C3O)c([N+](=O)[O-])c2)cc1
3-Indole carboxylic acid,,O=C(O)c1c[nH]c2ccccc12,O=C(OC1OC(C(=O)O)C(O)C(O)C1O)c1c[nH]c2ccccc12
Fisetin,,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)ccc12,O=C(O)C1OC(Oc2c(-c3ccc(O)c(O)c3)oc3cc(O)ccc3c2=O)C(O)C(O)C1O
Ornidazole,,Cc1ncc([N+](=O)[O-])n1CC(O)CCl,Cc1ncc([N+](=O)[O-])n1CC(CCl)OC1OC(C(=O)O)C(O)C(O)C1O
"3-Hydroxy-6,4p-dimethoxyflavone",,COc1ccc(-c2oc3ccc(OC)cc3c(=O)c2O)cc1,COc1ccc(-c2oc3ccc(OC)cc3c(=O)c2OC2OC(C(=O)O)C(O)C(O)C2O)cc1
3p-Amino-3p-deoxythimidine,,Cc1cn(C2CC(N)C(CO)O2)c(=O)nc1O,Cc1cn(C2CC(N)C(COC3C(O)C(O)OC(C(=O)O)C3O)O2)c(=O)nc1O
4-Ethylphenol,,CCc1ccc(O)cc1,CCc1ccc(OC2OC(C(=O)O)C(O)C(O)C2O)cc1
"3,3p-Dihydroxyflavone",,O=c1c(O)c(-c2cccc(O)c2)oc2ccccc12,O=C(O)C1OC(Oc2c(-c3cccc(O)c3)oc3ccccc3c2=O)C(O)C(O)C1O
MaxiPost,,COc1ccc(Cl)cc1C1(F)C(O)=Nc2cc(C(F)(F)F)ccc21,COc1ccc(Cl)cc1C1(F)C(=O)N(C2OC(C(=O)O)C(O)C(O)C2O)c2cc(C(F)(F)F)ccc21
4p-OH-diclofenac,,O=C(O)Cc1ccccc1Nc1c(Cl)cc(O)cc1Cl,O=C(O)Cc1ccccc1Nc1c(Cl)cc(OC2OC(C(=O)O)C(O)C(O)C2O)cc1Cl
Farnesol,,CC(C)=CCCC(C)=CCCC(C)=CCO,CC(C)=CCCC(C)=CCCC(C)=CCOC1OC(C(=O)O)C(O)C(O)C1O
Arbidol,,CCOC(=O)c1c(CSc2ccccc2)n(C)c2cc(Br)c(O)c(CN(C)C)c12,CCOC(=O)c1c(CSc2ccccc2)n(C)c2cc(Br)c(OC3OC(C(=O)O)C(O)C(O)C3O)c(CN(C)C)c12
"2,3-Dihydroxynaphthalene",,Oc1cc2ccccc2cc1O,COc1cc2ccccc2cc1O
Lorazepam,,OC1=Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O,O=C(O)C1OC(OC2N=C(c3ccccc3Cl)c3cc(Cl)ccc3N=C2O)C(O)C(O)C1O
fenchone metabo2,,CC1(C)C(=O)C2(C)CCC1C2O,CC1(C)C(=O)C2(C)CCC1C2OC1OC(C(=O)O)C(O)C(O)C1O
4-Phenylphenol,,Oc1ccc(-c2ccccc2)cc1,O=C(O)C1OC(Oc2ccc(-c3ccccc3)cc2)C(O)C(O)C1O
3p-OH-diclofenac,,O=C(O)Cc1ccccc1Nc1c(Cl)ccc(O)c1Cl,O=C(O)Cc1ccccc1Nc1c(Cl)ccc(OC2OC(C(=O)O)C(O)C(O)C2O)c1Cl
morphine,,CN1CCC23c4c5ccc(O)c4OC2C(O)C=CC3C1C5,CN1CCC23c4c5ccc(O)c4OC2C(OC2OC(C(=O)O)C(O)C(O)C2O)C=CC3C1C5
Chrysin,,O=c1cc(-c2ccccc2)oc2cc(O)cc(O)c12,O=C(O)C1OC(Oc2cc(O)c3c(=O)cc(-c4ccccc4)oc3c2)C(O)C(O)C1O
Quinagolide,,CCCN1CC(NS(=O)(=O)N(CC)CC)CC2Cc3c(O)cccc3CC21,CCCN1CC(NS(=O)(=O)N(CC)CC)CC2Cc3c(cccc3OC3OC(C(=O)O)C(O)C(O)C3O)CC21
"4,5-Dihydrodrospirenone",,CC12CCC(O)CC1C1CC1C1C2CCC2(C)C1C1CC1C21CCC(=O)O1,CC12CCC(S(=O)(=O)O)CC1C1CC1C1C2CCC2(C)C1C1CC1C21CCC(=O)O1
fenchone metabo1,,CC12CCC(C1)C(C)(CO)C2=O,CC12CCC(C1)C(C)(COC1OC(C(=O)O)C(O)C(O)C1O)C2=O
"7,3p,4p-Trihydroxyflavone",,O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)ccc12,O=C(O)C1OC(Oc2ccc3c(=O)cc(-c4ccc(O)c(O)c4)oc3c2)C(O)C(O)C1O
Daidzein,,O=c1c(-c2ccc(O)cc2)coc2cc(O)ccc12,O=C(O)C1OC(Oc2ccc3c(=O)c(-c4ccc(O)cc4)coc3c2)C(O)C(O)C1O
sulfamerazine,,Cc1ccnc(NS(=O)(=O)c2ccc(N)cc2)n1,CC(=O)Nc1ccc(S(=O)(=O)Nc2nccc(C)n2)cc1
Dihyroxy-1H-indole,,Oc1cc2cc[nH]c2cc1O,O=C(O)C1OC(Oc2cc3[nH]ccc3cc2O)C(O)C(O)C1O
M23OH,,CCCCc1cc(N)n2ncc(O)c2n1,CCCCc1cc(N)n2ncc(OC3OC(C(=O)O)C(O)C(O)C3O)c2n1
Fraxetin,,COc1cc2ccc(=O)oc2c(O)c1O,COc1cc2ccc(=O)oc2c(O)c1OC1OC(C(=O)O)C(O)C(O)C1O
"3,2p-Dihydroxyflavone",,O=c1c(O)c(-c2ccccc2O)oc2ccccc12,O=C(O)C1OC(Oc2c(-c3ccccc3O)oc3ccccc3c2=O)C(O)C(O)C1O
Dexmedetomidine,,Cc1cccc(C(C)c2cnc[nH]2)c1C,Cc1cccc(C(C)c2cn(C3OC(C(=O)O)C(O)C(O)C3O)cn2)c1C
4-(methylnitrosamino)-1-(3- pyridyl)-1-butanol,,CN(CCCC(O)c1cccnc1)N=O,CN(CCCC(O)c1ccc[n+](C2OC(C(=O)O)C(O)C(O)C2O)c1)N=O
Ferulic Acid,,COc1cc(C=CC(=O)O)ccc1O,COc1cc(C=CC(=O)O)ccc1OC1OC(C(=O)O)C(O)C(O)C1O
3-Hydroxy-5-methoxyflavone,,COc1cccc2oc(-c3ccccc3)c(O)c(=O)c12,COc1cccc2oc(-c3ccccc3)c(OC3OC(C(=O)O)C(O)C(O)C3O)c(=O)c12
3-Hydroxy-4p-methoxyflavone,,COc1ccc(-c2oc3ccccc3c(=O)c2O)cc1,COc1ccc(-c2oc3ccccc3c(=O)c2OC2OC(C(=O)O)C(O)C(O)C2O)cc1
4-OH-propofol,,CC(C)c1cc(O)cc(C(C)C)c1O,CC(C)c1cc(O)cc(C(C)C)c1OC1OC(C(=O)O)C(O)C(O)C1O
"Aflatoxin B1 exo 8,9-epoxide",,COc1cc2c(c3oc(=O)c4c(c13)CCC4=O)C1C(O2)OC2OC21,COc1cc2c(c3oc(=O)c4c(c13)CCC4=O)C1C(O2)OC(SCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O)C1O
Gypsogenin,,CC1(C)CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(C=O)C5CCC43C)C2C1,CC1(C)CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C(=O)O)C(O)C(O)C6O)C(C)(C=O)C5CCC43C)C2C1
p-Toluidine,,Cc1ccc(N)cc1,CC(=O)Nc1ccc(C)cc1
Geraldol,,COc1cc(-c2oc3cc(O)ccc3c(=O)c2O)ccc1O,COc1cc(-c2oc3cc(O)ccc3c(=O)c2OC2OC(C(=O)O)C(O)C(O)C2O)ccc1O
3-Hydroxyflavone,,O=c1c(O)c(-c2ccccc2)oc2ccccc12,O=C(O)C1OC(Oc2c(-c3ccccc3)oc3ccccc3c2=O)C(O)C(O)C1O
abiraterone,abiraterone sulfate,CC12CCC(O)CC1=CCC1C2CCC2(C)C(c3cccnc3)=CCC12,CC12CCC(OS(=O)(=O)O)CC1=CCC1C2CCC2(C)C(c3cccnc3)=CCC12
Biochanin A,,COc1ccc2c(=O)c(-c3ccccc3)coc2c1O,COc1ccc2c(=O)c(-c3ccccc3)coc2c1OC1OC(C(=O)O)C(O)C(O)C1O
Datiscetin,,O=c1c(O)c(-c2ccccc2O)oc2cc(O)cc(O)c12,O=C(O)C1OC(Oc2c(-c3ccccc3O)oc3cc(O)cc(O)c3c2=O)C(O)C(O)C1O
"3,7,3p-Trihydroxyflavone",,O=c1c(O)c(-c2cccc(O)c2)oc2cc(O)ccc12,O=C(O)C1OC(Oc2c(-c3cccc(O)c3)oc3cc(O)ccc3c2=O)C(O)C(O)C1O
Limonen-10-ol,,C=C(C)C1CC=C(CO)CC1,C=C(C)C1CC=C(COC2OC(C(=O)O)C(O)C(O)C2O)CC1
Nirvanol (N-demethylmephenytoin,,CCC1(c2ccc(O)cc2)N=C(O)N=C1O,CCC1(c2ccc(O)cc2)N=C(O)N(C2OC(C(=O)O)C(O)C(O)C2O)C1=O
7-Hydroxy-4p-methoxyflavone,,COc1ccc(-c2cc(=O)c3ccc(O)cc3o2)cc1,COc1ccc(-c2cc(=O)c3ccc(OC4OC(C(=O)O)C(O)C(O)C4O)cc3o2)cc1
3-Hydroxy-3p-methoxyflavone,,COc1cccc(-c2oc3ccccc3c(=O)c2O)c1,COc1cccc(-c2oc3ccccc3c(=O)c2OC2OC(C(=O)O)C(O)C(O)C2O)c1
cis-Dibromochrysanthemic acid,,CC1(C)C(C=C(Br)Br)C1C(=O)O,CC1(C)C(C=C(Br)Br)C1C(=O)OC1OC(C(=O)O)C(O)C(O)C1O
N-Acetyl-5-HT,,CC(=O)NCCc1c[nH]c2ccc(O)cc12,CC(=O)NCCc1c[nH]c2ccc(OC3OC(C(=O)O)C(O)C(O)C3O)cc12
4-Cyclopentylphenol,,Oc1ccc(C2CCCC2)cc1,O=C(O)C1OC(Oc2ccc(C3CCCC3)cc2)C(O)C(O)C1O
2-Methoxy-estradiol-17beta,,COc1cc2c(cc1O)CCC1C2CCC2(C)C(O)CCC12,COc1cc2c(cc1OC1OC(C(=O)O)C(O)C(O)C1O)CCC1C2CCC2(C)C(O)CCC12
"5-Hydroxy, 6-methoxy duloxetine",,CNCCC(Oc1cccc2c(O)c(OC)ccc12)c1ccco1,CNCCC(Oc1cccc2c(OS(=O)(=O)O)c(OC)ccc12)c1ccco1
4-Bromophenol,,Oc1ccc(Br)cc1,O=C(O)C1OC(Oc2ccc(Br)cc2)C(O)C(O)C1O
4-Phenylazophenol,,Oc1ccc(N=Nc2ccccc2)cc1,O=C(O)C1OC(Oc2ccc(N=Nc3ccccc3)cc2)C(O)C(O)C1O
4-Nitrososulfamethoxazole,,Cc1cc(NS(=O)(=O)c2ccc(N=O)cc2)no1,Cc1cc(NS(=O)(=O)c2ccc([NH+]([O-])SCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O)cc2)no1
2-Hydroxymethyatomoxetine,,CNCCC(Oc1ccccc1CO)c1ccccc1,CNCCC(Oc1ccccc1COC1OC(C(=O)O)C(O)C(O)C1O)c1ccccc1
4-Hydroxyandrostenedione,,CC12CCC3C(CCC4=C(O)C(=O)CCC43C)C1CCC2=O,CC12CCC3C(CCC4=C(OC5OC(C(=O)O)C(O)C(O)C5O)C(=O)CCC43C)C1CCC2=O
7-Hydroxy-6-methoxyisoflavone,,COc1cc2c(=O)c(-c3ccccc3)coc2cc1O,COc1cc2c(=O)c(-c3ccccc3)coc2cc1OC1OC(C(=O)O)C(O)C(O)C1O
OT-7100 M5,,CCCCc1cc(N)n2nccc2n1,CCCCc1cc(NC2OC(C(=O)O)C(O)C(O)C2O)n2nccc2n1
Erlotinib M18,,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(O)cc23)c1,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OC4OC(C(=O)O)C(O)C(O)C4O)cc23)c1
4p-OH-triamterene,,N=c1[nH]c2nc(=N)c(-c3ccc(O)cc3)nc-2c(N)[nH]1,N=c1[nH]c2nc(=N)c(-c3ccc(OS(=O)(=O)O)cc3)nc-2c(N)[nH]1
Pterostilbene,,COc1cc(C=Cc2ccc(O)cc2)cc(OC)c1,COc1cc(C=Cc2ccc(OC3OC(C(=O)O)C(O)C(O)C3O)cc2)cc(OC)c1
6-OH-harmaline,,Cc1nccc2c1[nH]c1cc(O)ccc12,Cc1nccc2c1[nH]c1cc(OC3OC(C(=O)O)C(O)C(O)C3O)ccc12
Magnolol,,C=CCc1ccc(O)c(-c2cc(CC=C)ccc2O)c1,C=CCc1ccc(O)c(-c2cc(CC=C)ccc2OC2OC(C(=O)O)C(O)C(O)C2O)c1
7-OH-efavirenz,,OC1=Nc2cc(O)c(Cl)cc2C(C#CC2CC2)(C(F)(F)F)O1,O=C(O)C1OC(Oc2cc3c(cc2Cl)C(C#CC2CC2)(C(F)(F)F)OC(O)=N3)C(O)C(O)C1O
6-O-Desmethyl Donepezil,,COc1cc2c(cc1O)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,COc1cc2c(cc1OC1OC(C(=O)O)C(O)C(O)C1O)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2
Morin,,O=c1c(O)c(-c2ccc(O)cc2O)oc2cc(O)cc(O)c12,O=C(O)C1OC(Oc2c(-c3ccc(O)cc3O)oc3cc(O)cc(O)c3c2=O)C(O)C(O)C1O
6-OH-MXAA,,Cc1c(CO)ccc2c(=O)c3cccc(CC(=O)O)c3oc12,Cc1c(COC2OC(C(=O)O)C(O)C(O)C2O)ccc2c(=O)c3cccc(CC(=O)O)c3oc12
Procainamide,,CCN(CC)CCNC(=O)c1ccc(N)cc1,CCN(CC)CCNC(=O)c1ccc(NC(C)=O)cc1
"3,4p-Dihydroxyfavone",,O=c1c(O)c(-c2ccc(O)cc2)oc2ccccc12,O=C(O)C1OC(Oc2c(-c3ccc(O)cc3)oc3ccccc3c2=O)C(O)C(O)C1O
Glycitein,,COc1cc2c(=O)c(-c3ccc(O)cc3)coc2cc1O,COc1cc2c(=O)c(-c3ccc(O)cc3)coc2cc1OC1OC(C(=O)O)C(O)C(O)C1O
N-Desmethyl o-hydroxyrosiglitazone,,O=C1N=C(O)C(Cc2ccc(OCCNc3ncccc3O)cc2)S1,O=C1N=C(O)C(Cc2ccc(OCCNc3ncccc3OS(=O)(=O)O)cc2)S1
cumene hydroperoxide,,CC(C)(OO)c1ccccc1,CC(C)(OOSCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O)c1ccccc1
Flavopiridol,,CN1CCC(c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)C(O)C1,CN1CCC(c2c(OC3OC(C(=O)O)C(O)C(O)C3O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)C(O)C1
5-OH-resacetophenone,,CC(=O)c1cc(O)c(O)cc1O,CC(=O)c1cc(OS(=O)(=O)O)c(O)cc1O
15-alpha-hydroxydesogestrel,,C#CC1(O)CC(O)C2C3CCC4=CCCCC4C3C(=C)CC21CC,C#CC1(OC2OC(C(=O)O)C(O)C(O)C2O)CC(O)C2C3CCC4=CCCCC4C3C(=C)CC21CC
cyclic N-Acetylserotonin,,CC(=O)N1CCc2c1[nH]c1ccc(O)cc21,CC(=O)N1CCc2c1[nH]c1ccc(OC3OC(C(=O)O)C(O)C(O)C3O)cc21
7-Hydroxy-2p-methoxyflavone,,COc1ccccc1-c1cc(=O)c2ccc(O)cc2o1,COc1ccccc1-c1cc(=O)c2ccc(OC3OC(C(=O)O)C(O)C(O)C3O)cc2o1
fenchone metabo5,,CC12CCC(O)(C1)C(C)(C)C2=O,CC12CCC(OC3OC(C(=O)O)C(O)C(O)C3O)(C1)C(C)(C)C2=O
O-Desmethylgalantamine,,CN1CCC23C=CC(O)CC2Oc2c(O)ccc(c23)C1,CN1CCC23C=CC(O)CC2Oc2c(OC4OC(C(=O)O)C(O)C(O)C4O)ccc(c23)C1
Diosmetin,,COc1ccc(-c2cc(=O)c3c(O)cc(O)cc3o2)cc1O,COc1ccc(-c2cc(=O)c3c(O)cc(OC4OC(C(=O)O)C(O)C(O)C4O)cc3o2)cc1O
"5-(3p,4p,5p-Trihydroxyphenyl)-gamma-valerolactone",,O=C1CCC(Cc2cc(O)c(O)c(O)c2)O1,O=C1CCC(Cc2cc(O)c(O)c(OC3OC(C(=O)O)C(O)C(O)C3O)c2)O1
carvacrol,,Cc1ccc(C(C)C)cc1O,Cc1ccc(C(C)C)cc1OC1OC(C(=O)O)C(O)C(O)C1O
11-Hydroxyprogesterone,,CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC12C,CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3C(OC3OC(C(=O)O)C(O)C(O)C3O)CC12C
2-Hydroxydoxepin,,CN(C)CCC=C1c2ccccc2COc2ccc(O)cc21,CN(C)CCC=C1c2ccccc2COc2ccc(OC3OC(C(=O)O)C(O)C(O)C3O)cc21
