parent_name,parent_smiles,child_name,child_smiles,origin,set,source
N-hydroxy-2-aminofluorene,ONc1ccc2c(c1)Cc1ccccc1-2,N-hydroxy-2-aminofluorene,ONc1ccc2c(c1)Cc1ccccc1-2,N-hydroxy-2-aminofluorene,train,Parent-Parent Augmented
Iobenguane sulfate I-123,N=C(N)NCc1cccc(I)c1,Iobenguane sulfate I-123,N=C(N)NCc1cccc(I)c1,DB09546,train,Parent-Parent Augmented
3-alpha-isopravastatin,CCC(C)C(=O)OC1CCC=C2C=C(O)C(C)C(CCC(O)CC(O)CC(=O)O)C21,3-alpha-isopravastatin,CCC(C)C(=O)OC1CCC=C2C=C(O)C(C)C(CCC(O)CC(O)CC(=O)O)C21,DB00175,train,Parent-Parent Augmented
Bimatoprost,CCNC(=O)CCCC=CCC1C(O)CC(O)C1C=CC(O)CCc1ccccc1,Bimatoprost,CCNC(=O)CCCC=CCC1C(O)CC(O)C1C=CC(O)CCc1ccccc1,DB00905,train,Parent-Parent Augmented
Gemcitabine Monophosphate,Nc1ccn(C2OC(COP(=O)(O)O)C(O)C2(F)F)c(=O)n1,Gemcitabine Monophosphate,Nc1ccn(C2OC(COP(=O)(O)O)C(O)C2(F)F)c(=O)n1,DB00441,train,Parent-Parent Augmented
brotizolam,Cc1nnc2n1-c1sc(Br)cc1C(c1ccccc1Cl)=NC2,brotizolam,Cc1nnc2n1-c1sc(Br)cc1C(c1ccccc1Cl)=NC2,brotizolam,train,Parent-Parent Augmented
4-(6-Hydroxy-2-naphthyl)- butan-2-one glucuronide,CC(=O)CCc1ccc2cc(OC3OC(C(=O)O)C(O)C(O)C3O)ccc2c1,4-(6-Hydroxy-2-naphthyl)- butan-2-one glucuronide,CC(=O)CCc1ccc2cc(OC3OC(C(=O)O)C(O)C(O)C3O)ccc2c1,DB00461,train,Parent-Parent Augmented
Propafenone,CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1,Propafenone,CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1,DB01182,train,Parent-Parent Augmented
carvacrol,Cc1ccc(C(C)C)cc1O,carvacrol,Cc1ccc(C(C)C)cc1O,carvacrol,train,Parent-Parent Augmented
Ferric maltol,Cc1occc(=O)c1O,Ferric maltol,Cc1occc(=O)c1O,DB15598,train,Parent-Parent Augmented
Moclobemide,O=C(NCCN1CCOCC1)c1ccc(Cl)cc1,Moclobemide,O=C(NCCN1CCOCC1)c1ccc(Cl)cc1,DB01171,train,Parent-Parent Augmented
Finerenone M4 Metabolite,CCOc1ncc(C)c2c1C(c1ccc(C#N)cc1OC)C(O)(C(N)=O)C(C)(O)N2,Finerenone M4 Metabolite,CCOc1ncc(C)c2c1C(c1ccc(C#N)cc1OC)C(O)(C(N)=O)C(C)(O)N2,DB16165,train,Parent-Parent Augmented
4-hydroxymethyl ambrisentan,COC(c1ccccc1)(c1ccccc1)C(Oc1nc(C)cc(CO)n1)C(=O)O,4-hydroxymethyl ambrisentan,COC(c1ccccc1)(c1ccccc1)C(Oc1nc(C)cc(CO)n1)C(=O)O,DB06403,train,Parent-Parent Augmented
Pyridostigmine,CN(C)C(=O)Oc1ccc[n+](C)c1,Pyridostigmine,CN(C)C(=O)Oc1ccc[n+](C)c1,DB00545,train,Parent-Parent Augmented
zinc33952517,CC(C(=O)c1ccc2c(c1)OCO2)N1CCCC1,zinc33952517,CC(C(=O)c1ccc2c(c1)OCO2)N1CCCC1,zinc33952517,train,Parent-Parent Augmented
"5-hydroxy, 6-methoxy duloxetine",CNCCC(Oc1cccc2c(O)c(OC)ccc12)c1cccs1,"5-hydroxy, 6-methoxy duloxetine",CNCCC(Oc1cccc2c(O)c(OC)ccc12)c1cccs1,DB00476,train,Parent-Parent Augmented
schembl149458,CN1CCCCC1CCN1c2ccccc2Sc2ccc([S+](C)[O-])cc21,schembl149458,CN1CCCCC1CCN1c2ccccc2Sc2ccc([S+](C)[O-])cc21,schembl149458,train,Parent-Parent Augmented
67M-1,Cc1nc(-c2ccc(OCC(C)CO)c(C#N)c2)sc1C(=O)O,67M-1,Cc1nc(-c2ccc(OCC(C)CO)c(C#N)c2)sc1C(=O)O,DB04854,train,Parent-Parent Augmented
Hesperetin,COc1ccc(C2CC(=O)c3c(O)cc(O)cc3O2)cc1O,Hesperetin,COc1ccc(C2CC(=O)c3c(O)cc(O)cc3O2)cc1O,Hesperetin,train,Parent-Parent Augmented
Desipramine,CNCCCN1c2ccccc2CCc2ccccc21,Desipramine,CNCCCN1c2ccccc2CCc2ccccc21,DB01151,train,Parent-Parent Augmented
MaxiPost,COc1ccc(Cl)cc1C1(F)C(O)=Nc2cc(C(F)(F)F)ccc21,MaxiPost,COc1ccc(Cl)cc1C1(F)C(O)=Nc2cc(C(F)(F)F)ccc21,MaxiPost,train,Parent-Parent Augmented
Estradiol dienanthate,CCCCCCC(=O)Oc1ccc2c(c1)CCC1C2CCC2(C)C(OC(=O)CCCCCC)CCC12,Estradiol dienanthate,CCCCCCC(=O)Oc1ccc2c(c1)CCC1C2CCC2(C)C(OC(=O)CCCCCC)CCC12,DB13955,train,Parent-Parent Augmented
6-OH-ondansetron,Cc1nccn1CC1CCc2c(c3cc(O)ccc3n2C)C1=O,6-OH-ondansetron,Cc1nccn1CC1CCc2c(c3cc(O)ccc3n2C)C1=O,Ondansetron,train,Parent-Parent Augmented
Ataluren,O=C(O)c1cccc(-c2noc(-c3ccccc3F)n2)c1,Ataluren,O=C(O)c1cccc(-c2noc(-c3ccccc3F)n2)c1,DB05016,train,Parent-Parent Augmented
Mono-OH-methoxychlor,COc1ccc(C(c2ccc(O)cc2)C(Cl)(Cl)Cl)cc1,Mono-OH-methoxychlor,COc1ccc(C(c2ccc(O)cc2)C(Cl)(Cl)Cl)cc1,Methoxychlor,train,Parent-Parent Augmented
o-xylene,Cc1ccccc1C,o-xylene,Cc1ccccc1C,o-xylene,train,Parent-Parent Augmented
Udenafil,CCCOc1ccc(S(=O)(=O)NCCC2CCCN2C)cc1-c1nc(=O)c2c([nH]1)c(CCC)nn2C,Udenafil,CCCOc1ccc(S(=O)(=O)NCCC2CCCN2C)cc1-c1nc(=O)c2c([nH]1)c(CCC)nn2C,DB06267,train,Parent-Parent Augmented
Zolpidem,Cc1ccc(-c2nc3ccc(C)cn3c2CC(=O)N(C)C)cc1,Zolpidem,Cc1ccc(-c2nc3ccc(C)cn3c2CC(=O)N(C)C)cc1,DB00425,train,Parent-Parent Augmented
Nifedipine,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-],Nifedipine,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-],DB01115,train,Parent-Parent Augmented
Genz-311752,CCC(O)CCCCC(=O)NC(CN1CCCC1)C(O)c1ccc2c(c1)OCCO2,Genz-311752,CCC(O)CCCCC(=O)NC(CN1CCCC1)C(O)c1ccc2c(c1)OCCO2,DB09039,train,Parent-Parent Augmented
Linezolid,CC(=O)NCC1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1,Linezolid,CC(=O)NCC1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1,DB00601,train,Parent-Parent Augmented
Olodaterol,COc1ccc(CC(C)(C)NCC(O)c2cc(O)cc3c2OCC(=O)N3)cc1,Olodaterol,COc1ccc(CC(C)(C)NCC(O)c2cc(O)cc3c2OCC(=O)N3)cc1,DB09080,train,Parent-Parent Augmented
D-alpha-Tocopherol acetate,CC(=O)Oc1c(C)c(C)c2c(c1C)CCC(C)(CCCC(C)CCCC(C)CCCC(C)C)O2,D-alpha-Tocopherol acetate,CC(=O)Oc1c(C)c(C)c2c(c1C)CCC(C)(CCCC(C)CCCC(C)CCCC(C)C)O2,DB14002,train,Parent-Parent Augmented
esomeprazole,COc1ccc2nc([S+]([O-])Cc3ncc(C)c(OC)c3C)[nH]c2c1,esomeprazole,COc1ccc2nc([S+]([O-])Cc3ncc(C)c(OC)c3C)[nH]c2c1,esomeprazole,train,Parent-Parent Augmented
2-hydroxymethylpyrene,OCc1cc2ccc3cccc4ccc(c1)c2c34,2-hydroxymethylpyrene,OCc1cc2ccc3cccc4ccc(c1)c2c34,2-hydroxymethylpyrene,train,Parent-Parent Augmented
Tolterodine,Cc1ccc(O)c(C(CCN(C(C)C)C(C)C)c2ccccc2)c1,Tolterodine,Cc1ccc(O)c(C(CCN(C(C)C)C(C)C)c2ccccc2)c1,DB01036,train,Parent-Parent Augmented
Mefloquine,OC(c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)C1CCCCN1,Mefloquine,OC(c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)C1CCCCN1,DB00358,train,Parent-Parent Augmented
N‐(2‐methoxyphenyl)hydroxylamine,COc1ccccc1NO,N‐(2‐methoxyphenyl)hydroxylamine,COc1ccccc1NO,N‐(2‐methoxyphenyl)hydroxylamine,train,Parent-Parent Augmented
M2 (Bioallethrin),C=CCC1=C(C)C(OC(=O)C2C(C=C(C)C=O)C2(C)C)CC1=O,M2 (Bioallethrin),C=CCC1=C(C)C(OC(=O)C2C(C=C(C)C=O)C2(C)C)CC1=O,DB13746,train,Parent-Parent Augmented
5-Hydroxyrofecoxib,CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2O)cc1,5-Hydroxyrofecoxib,CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2O)cc1,DB00533,train,Parent-Parent Augmented
Lacosamide,COCC(NC(C)=O)C(=O)NCc1ccccc1,Lacosamide,COCC(NC(C)=O)C(=O)NCc1ccccc1,DB06218,train,Parent-Parent Augmented
Topiramate,CC1(C)OC2COC3(COS(N)(=O)=O)OC(C)(C)OC3C2O1,Topiramate,CC1(C)OC2COC3(COS(N)(=O)=O)OC(C)(C)OC3C2O1,DB00273,train,Parent-Parent Augmented
Fraxetin,COc1cc2ccc(=O)oc2c(O)c1O,Fraxetin,COc1cc2ccc(=O)oc2c(O)c1O,Fraxetin,train,Parent-Parent Augmented
Astemizole,COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1,Astemizole,COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1,DB00637,train,Parent-Parent Augmented
Nalidixic acid,CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21,Nalidixic acid,CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21,DB00779,train,Parent-Parent Augmented
Niraparib,NC(=O)c1cccc2cn(-c3ccc(C4CCCNC4)cc3)nc12,Niraparib,NC(=O)c1cccc2cn(-c3ccc(C4CCCNC4)cc3)nc12,DB11793,train,Parent-Parent Augmented
(+)-bisoprolol,CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1,(+)-bisoprolol,CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1,(+)-bisoprolol,train,Parent-Parent Augmented
reduced 3-hydroxy-nabumetone,COc1ccc2cc(CC(O)C(C)O)ccc2c1,reduced 3-hydroxy-nabumetone,COc1ccc2cc(CC(O)C(C)O)ccc2c1,DB00461,train,Parent-Parent Augmented
Ixazomib M5 metabolite,CC(C)CC(O)NC(=O)CNC(=O)c1cc(Cl)ccc1Cl,Ixazomib M5 metabolite,CC(C)CC(O)NC(=O)CNC(=O)c1cc(Cl)ccc1Cl,DB09570,train,Parent-Parent Augmented
"7,12 Dimethylbenzanthracene",Cc1c2ccccc2c(C)c2c1ccc1ccccc12,"7,12 Dimethylbenzanthracene",Cc1c2ccccc2c(C)c2c1ccc1ccccc12,"7,12 Dimethylbenzanthracene",train,Parent-Parent Augmented
Sorafenib,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,Sorafenib,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,DB00398,train,Parent-Parent Augmented
Celecoxib,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,Celecoxib,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,DB00482,train,Parent-Parent Augmented
4-Hydroxyestradiol,CC12CCC3c4ccc(O)c(O)c4CCC3C1CCC2O,4-Hydroxyestradiol,CC12CCC3c4ccc(O)c(O)c4CCC3C1CCC2O,DB13952,train,Parent-Parent Augmented
Etoricoxib,Cc1ccc(-c2ncc(Cl)cc2-c2ccc(S(C)(=O)=O)cc2)cn1,Etoricoxib,Cc1ccc(-c2ncc(Cl)cc2-c2ccc(S(C)(=O)=O)cc2)cn1,DB01628,train,Parent-Parent Augmented
Levocetirizine N-dealkylated and Aromatic Hydroxylated Metabolite (M9),Oc1ccc(C(O)c2ccc(Cl)cc2)cc1,Levocetirizine N-dealkylated and Aromatic Hydroxylated Metabolite (M9),Oc1ccc(C(O)c2ccc(Cl)cc2)cc1,DB06282,train,Parent-Parent Augmented
Mometasone furoate,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(Cl)C(O)CC2(C)C1(OC(=O)c1ccco1)C(=O)CCl,Mometasone furoate,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(Cl)C(O)CC2(C)C1(OC(=O)c1ccco1)C(=O)CCl,DB14512,train,Parent-Parent Augmented
Hydroxyterbinafine,CN(CC=CC#CC(C)(C)CO)Cc1cccc2ccccc12,Hydroxyterbinafine,CN(CC=CC#CC(C)(C)CO)Cc1cccc2ccccc12,DB00857,train,Parent-Parent Augmented
kaempferide,COc1ccc(-c2oc3cc(O)cc(O)c3c(=O)c2O)cc1,kaempferide,COc1ccc(-c2oc3cc(O)cc(O)c3c(=O)c2O)cc1,kaempferide,train,Parent-Parent Augmented
retigabine,CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)cc1N,retigabine,CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)cc1N,retigabine,train,Parent-Parent Augmented
Dihyroxy-1H-indole,Oc1cc2cc[nH]c2cc1O,Dihyroxy-1H-indole,Oc1cc2cc[nH]c2cc1O,Dihyroxy-1H-indole,train,Parent-Parent Augmented
Levamlodipine M9 metabolite,CCOC(=O)c1c(COCCN)nc(C)c(C(=O)OC)c1-c1ccccc1Cl,Levamlodipine M9 metabolite,CCOC(=O)c1c(COCCN)nc(C)c(C(=O)OC)c1-c1ccccc1Cl,DB09237,train,Parent-Parent Augmented
reduced_haloperidol,OC(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,reduced_haloperidol,OC(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,reduced_haloperidol,train,Parent-Parent Augmented
Sulindac,CC1=C(CC(=O)O)c2cc(F)ccc2C1=Cc1ccc([S+](C)[O-])cc1,Sulindac,CC1=C(CC(=O)O)c2cc(F)ccc2C1=Cc1ccc([S+](C)[O-])cc1,DB00605,train,Parent-Parent Augmented
Biotin,O=C(O)CCCCC1SCC2NC(=O)NC21,Biotin,O=C(O)CCCCC1SCC2NC(=O)NC21,DB00121,train,Parent-Parent Augmented
clomethiazole,Cc1ncsc1CCCl,clomethiazole,Cc1ncsc1CCCl,clomethiazole,train,Parent-Parent Augmented
Dabigatran M602,Cn1c(CNc2ccc(C(=N)NC(=O)OCCCC(=O)O)cc2)nc2cc(C(=O)N(CCC(=O)O)c3ccccn3)ccc21,Dabigatran M602,Cn1c(CNc2ccc(C(=N)NC(=O)OCCCC(=O)O)cc2)nc2cc(C(=O)N(CCC(=O)O)c3ccccn3)ccc21,DB06695,train,Parent-Parent Augmented
NÃ¢â‚¬â„¢-nitrosoanabasine,O=NN1CCCCC1c1cccnc1,NÃ¢â‚¬â„¢-nitrosoanabasine,O=NN1CCCCC1c1cccnc1,NÃ¢â‚¬â„¢-nitrosoanabasine,train,Parent-Parent Augmented
Prednisolone acetate,CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C,Prednisolone acetate,CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C,DB15566,train,Parent-Parent Augmented
N-Desmethylzolmitriptan,CNCCc1c[nH]c2ccc(CC3COC(=O)N3)cc12,N-Desmethylzolmitriptan,CNCCc1c[nH]c2ccc(CC3COC(=O)N3)cc12,DB00315,train,Parent-Parent Augmented
Lamotrigine,Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1,Lamotrigine,Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1,DB00555,train,Parent-Parent Augmented
Gliclazide,Cc1ccc(S(=O)(=O)NC(=O)NN2CC3CCCC3C2)cc1,Gliclazide,Cc1ccc(S(=O)(=O)NC(=O)NN2CC3CCCC3C2)cc1,DB01120,train,Parent-Parent Augmented
Valdecoxib metabolite M9,Cc1onc(-c2cccc(O)c2)c1-c1ccc(S(N)(=O)=O)cc1,Valdecoxib metabolite M9,Cc1onc(-c2cccc(O)c2)c1-c1ccc(S(N)(=O)=O)cc1,DB00580,train,Parent-Parent Augmented
6-gingerol,CCCCCC(O)CC(=O)CCc1ccc(OC)c(O)c1,6-gingerol,CCCCCC(O)CC(=O)CCc1ccc(OC)c(O)c1,6-gingerol,train,Parent-Parent Augmented
Testosterone enanthate,CCCCCCC(=O)OC1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,Testosterone enanthate,CCCCCCC(=O)OC1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,DB13944,train,Parent-Parent Augmented
Doripenem,CC(O)C1C(=O)N2C(C(=O)O)=C(SC3CNC(CNS(N)(=O)=O)C3)C(C)C12,Doripenem,CC(O)C1C(=O)N2C(C(=O)O)=C(SC3CNC(CNS(N)(=O)=O)C3)C(C)C12,DB06211,train,Parent-Parent Augmented
theobromine,Cn1cnc2c1c(O)nc(=O)n2C,theobromine,Cn1cnc2c1c(O)nc(=O)n2C,theobromine,train,Parent-Parent Augmented
8-Hydroxy-7-methoxyisoflavone,COc1cc(O)c2occ(-c3ccccc3)c(=O)c2c1,8-Hydroxy-7-methoxyisoflavone,COc1cc(O)c2occ(-c3ccccc3)c(=O)c2c1,8-Hydroxy-7-methoxyisoflavone,train,Parent-Parent Augmented
Mequitazine,c1ccc2c(c1)Sc1ccccc1N2CC12CCN(CC1)CC2,Mequitazine,c1ccc2c(c1)Sc1ccccc1N2CC12CCN(CC1)CC2,Mequitazine,train,Parent-Parent Augmented
Bosentan metabolite Ro 47-8634,CC(C)(C)c1ccc(S(=O)(=O)Nc2nc(-c3ncccn3)nc(OCCO)c2Oc2ccccc2O)cc1,Bosentan metabolite Ro 47-8634,CC(C)(C)c1ccc(S(=O)(=O)Nc2nc(-c3ncccn3)nc(OCCO)c2Oc2ccccc2O)cc1,DB00559,train,Parent-Parent Augmented
Benidipine,COC(=O)C1=C(C)NC(C)=C(C(=O)OC2CCCN(Cc3ccccc3)C2)C1c1cccc([N+](=O)[O-])c1,Benidipine,COC(=O)C1=C(C)NC(C)=C(C(=O)OC2CCCN(Cc3ccccc3)C2)C1c1cccc([N+](=O)[O-])c1,DB09231,train,Parent-Parent Augmented
Silibinin,COc1cc(C2Oc3cc(C4Oc5cc(O)cc(O)c5C(=O)C4O)ccc3OC2CO)ccc1O,Silibinin,COc1cc(C2Oc3cc(C4Oc5cc(O)cc(O)c5C(=O)C4O)ccc3OC2CO)ccc1O,DB09298,train,Parent-Parent Augmented
2-hydroxydesipramine,CNCCCN1c2ccccc2CCc2cc(O)ccc21,2-hydroxydesipramine,CNCCCN1c2ccccc2CCc2cc(O)ccc21,DB01151,train,Parent-Parent Augmented
4-nitrobenzyl chloride,O=[N+]([O-])c1ccc(CCl)cc1,4-nitrobenzyl chloride,O=[N+]([O-])c1ccc(CCl)cc1,4-nitrobenzyl chloride,train,Parent-Parent Augmented
Molsidomine,CCOC(=O)[N-]c1c[n+](N2CCOCC2)no1,Molsidomine,CCOC(=O)[N-]c1c[n+](N2CCOCC2)no1,DB09282,train,Parent-Parent Augmented
Pioglitazone metabolite M-V,O=C(O)Cc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1,Pioglitazone metabolite M-V,O=C(O)Cc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1,DB01132,train,Parent-Parent Augmented
Montelukast,CC(C)(O)c1ccccc1CCC(SCC1(CC(=O)O)CC1)c1cccc(C=Cc2ccc3ccc(Cl)cc3n2)c1,Montelukast,CC(C)(O)c1ccccc1CCC(SCC1(CC(=O)O)CC1)c1cccc(C=Cc2ccc3ccc(Cl)cc3n2)c1,DB00471,train,Parent-Parent Augmented
M8 (Odanacatib),CC(F)(CO)CC(NC(c1ccc(-c2ccc(S(C)(=O)=O)cc2)cc1)C(F)(F)F)C(=O)NC1(C#N)CC1,M8 (Odanacatib),CC(F)(CO)CC(NC(c1ccc(-c2ccc(S(C)(=O)=O)cc2)cc1)C(F)(F)F)C(=O)NC1(C#N)CC1,DB06670,train,Parent-Parent Augmented
Atenolol,CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,Atenolol,CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,DB00335,train,Parent-Parent Augmented
5-fluouridine (5-FUR),O=c1[nH]c(=O)n(C2OC(CO)C(O)C2O)cc1F,5-fluouridine (5-FUR),O=c1[nH]c(=O)n(C2OC(CO)C(O)C2O)cc1F,DB00322,train,Parent-Parent Augmented
1-Methylxanthine,Cn1c(=O)[nH]c2nc[nH]c2c1=O,1-Methylxanthine,Cn1c(=O)[nH]c2nc[nH]c2c1=O,DB00201,train,Parent-Parent Augmented
Prezatide,NCCCCC(NC(=O)C(Cc1c[nH]cn1)NC(=O)CN)C(=O)O,Prezatide,NCCCCC(NC(=O)C(Cc1c[nH]cn1)NC(=O)CN)C(=O)O,DB11296,train,Parent-Parent Augmented
Rocuronium,C=CC[N+]1(C2CC3C4CCC5CC(O)C(N6CCOCC6)CC5(C)C4CCC3(C)C2OC(C)=O)CCCC1,Rocuronium,C=CC[N+]1(C2CC3C4CCC5CC(O)C(N6CCOCC6)CC5(C)C4CCC3(C)C2OC(C)=O)CCCC1,DB00728,train,Parent-Parent Augmented
Daunorubicin,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(C)=O)CC3OC1CC(N)C(O)C(C)O1,Daunorubicin,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(C)=O)CC3OC1CC(N)C(O)C(C)O1,DB00694,train,Parent-Parent Augmented
Aranidipine M-4,COC(=O)c1c(C)nc(C)c(C(=O)OCC(C)O)c1-c1ccccc1[N+](=O)[O-],Aranidipine M-4,COC(=O)c1c(C)nc(C)c(C(=O)OCC(C)O)c1-c1ccccc1[N+](=O)[O-],DB09229,train,Parent-Parent Augmented
cp-199331,COc1ccc(NS(=O)(=O)C(F)(F)F)cc1CC1COc2ccc(OCc3nc4cc(F)c(F)cc4s3)cc2C1O,cp-199331,COc1ccc(NS(=O)(=O)C(F)(F)F)cc1CC1COc2ccc(OCc3nc4cc(F)c(F)cc4s3)cc2C1O,cp-199331,train,Parent-Parent Augmented
Scopoletin,COc1cc2ccc(=O)oc2cc1O,Scopoletin,COc1cc2ccc(=O)oc2cc1O,Scopoletin,train,Parent-Parent Augmented
"S,S-Hydroxybupropion",CC1NC(C)(C)COC1(O)c1cccc(Cl)c1,"S,S-Hydroxybupropion",CC1NC(C)(C)COC1(O)c1cccc(Cl)c1,DB01156,train,Parent-Parent Augmented
QS8,COC1=C(OC)C(=O)C(CCCCCCCCO)=C(C)C1=O,QS8,COC1=C(OC)C(=O)C(CCCCCCCCO)=C(C)C1=O,DB09081,train,Parent-Parent Augmented
5-Carboxylumiracoxib (M11),O=C(O)Cc1cc(C(=O)O)ccc1Nc1c(F)cccc1Cl,5-Carboxylumiracoxib (M11),O=C(O)Cc1cc(C(=O)O)ccc1Nc1c(F)cccc1Cl,DB01283,train,Parent-Parent Augmented
Licofelone,CC1(C)Cc2c(-c3ccccc3)c(-c3ccc(Cl)cc3)c(CC(=O)O)n2C1,Licofelone,CC1(C)Cc2c(-c3ccccc3)c(-c3ccc(Cl)cc3)c(CC(=O)O)n2C1,Licofelone,train,Parent-Parent Augmented
7-hydroxy-12-methylbenz[a]anthracene,Cc1c2ccccc2c(O)c2ccc3ccccc3c12,7-hydroxy-12-methylbenz[a]anthracene,Cc1c2ccccc2c(O)c2ccc3ccccc3c12,7-hydroxy-12-methylbenz[a]anthracene,train,Parent-Parent Augmented
Nirvanol (N-demethylmephenytoin,CCC1(c2ccc(O)cc2)N=C(O)N=C1O,Nirvanol (N-demethylmephenytoin,CCC1(c2ccc(O)cc2)N=C(O)N=C1O,Nirvanol (N-demethylmephenytoin,train,Parent-Parent Augmented
"4,4'-methanol-bisbenzonitrile",N#Cc1ccc(C(O)c2ccc(C#N)cc2)cc1,"4,4'-methanol-bisbenzonitrile",N#Cc1ccc(C(O)c2ccc(C#N)cc2)cc1,DB01006,train,Parent-Parent Augmented
(R)-phenprocoumon,CCC(c1ccccc1)c1c(O)c2ccccc2oc1=O,(R)-phenprocoumon,CCC(c1ccccc1)c1c(O)c2ccccc2oc1=O,(R)-phenprocoumon,train,Parent-Parent Augmented
Flupentixol,OCCN1CCN(CCC=C2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,Flupentixol,OCCN1CCN(CCC=C2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,DB00875,train,Parent-Parent Augmented
Levamlodipine,CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1Cl,Levamlodipine,CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1Cl,DB09237,train,Parent-Parent Augmented
2-Hydroxychalcone,O=C(C=Cc1ccccc1O)c1ccccc1,2-Hydroxychalcone,O=C(C=Cc1ccccc1O)c1ccccc1,2-Hydroxychalcone,train,Parent-Parent Augmented
Bosutinib,COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl,Bosutinib,COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl,DB06616,train,Parent-Parent Augmented
tetranor-(+)-s-145,O=C(O)CCC1C2CCC(C2)C1NS(=O)(=O)c1ccccc1,tetranor-(+)-s-145,O=C(O)CCC1C2CCC(C2)C1NS(=O)(=O)c1ccccc1,tetranor-(+)-s-145,train,Parent-Parent Augmented
Labetalol 3-hydroxylated Metabolite (VI),CC(CCc1ccccc1)NCC(O)c1cc(O)c(O)c(C(N)=O)c1,Labetalol 3-hydroxylated Metabolite (VI),CC(CCc1ccccc1)NCC(O)c1cc(O)c(O)c(C(N)=O)c1,DB00598,train,Parent-Parent Augmented
Cinnarizine,C(=Cc1ccccc1)CN1CCN(C(c2ccccc2)c2ccccc2)CC1,Cinnarizine,C(=Cc1ccccc1)CN1CCN(C(c2ccccc2)c2ccccc2)CC1,DB00568,train,Parent-Parent Augmented
6-Methoxyluteolin,COc1c(O)cc2oc(-c3ccc(O)c(O)c3)cc(=O)c2c1O,6-Methoxyluteolin,COc1c(O)cc2oc(-c3ccc(O)c(O)c3)cc(=O)c2c1O,6-Methoxyluteolin,train,Parent-Parent Augmented
astemizole,COc1ccc(CCN2CCC(N=c3[nH]c4ccccc4n3Cc3ccc(F)cc3)CC2)cc1,astemizole,COc1ccc(CCN2CCC(N=c3[nH]c4ccccc4n3Cc3ccc(F)cc3)CC2)cc1,astemizole,train,Parent-Parent Augmented
