parent_name,parent_smiles,child_name,child_smiles,origin
trans-isoeugenol,C/C=C/c1ccc(O)c(OC)c1,,C/C=C/c1ccc(OC2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)c(OC)c1,trans-isoeugenol
Clofibric acid,CC(C)(Oc1ccc(Cl)cc1)C(=O)O,,CC(C)(Oc1ccc(Cl)cc1)C(=O)OC1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O,Clofibric acid
N-Hydroxymexiletine,Cc1cccc(C)c1OC[C@@H](C)NO,,Cc1cccc(C)c1OC[C@@H](C)NOC1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O,N-Hydroxymexiletine
Dehydroisoandrosterone,C[C@]12CC[C@H](O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,,CC12CCC3C(CC=C4CC(O[C@@H]5OC(C(=O)O)[C@@H](O)[C@H](O)[C@H]5O)CCC43C)C1CCC2=O,Dehydroisoandrosterone
4-hydroxymethyl ambrisentan,COC(c1ccccc1)(c1ccccc1)[C@H](Oc1nc(C)cc(CO)n1)C(=O)O,,COC(c1ccccc1)(c1ccccc1)[C@H](Oc1nc(C)cc(CO)n1)C(=O)OC1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O,4-hydroxymethyl ambrisentan
4-Methoxyphenol,COc1ccc(O)cc1,,COc1ccc(OC2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)cc1,4-Methoxyphenol
N-OH-ABA,O=C1c2ccccc2-c2ccc(NO)c3cccc1c23,,O=C1c2ccccc2-c2ccc(NOS(=O)(=O)O)c3cccc1c23,N-OH-ABA
"3,5-Dihydroxyflavone",O=c1c(O)c(-c2ccccc2)oc2cccc(O)c12,,O=C(O)[C@H]1OC(Oc2c(-c3ccccc3)oc3cccc(O)c3c2=O)[C@H](O)[C@@H](O)[C@@H]1O,"3,5-Dihydroxyflavone"
"2-amino-6- methyldipyrido[1,2-a:3p,2p-d]- imidazole (Glu-P-1)",Cc1cccn2c1nc1ccc(=N)[nH]c12,,CC(O)=Nc1ccc2nc3c(C)cccn3c2n1,"2-amino-6- methyldipyrido[1,2-a:3p,2p-d]- imidazole (Glu-P-1)"
Thalifendine,COC1=CC=C2C=C3c4cc5c(cc4CC[NH+]3C=C2C1=O)OCO5,,COc1ccc2cc3[n+](cc2c1OC1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O)CCc1cc2c(cc1-3)OCO2,Thalifendine
1-iodoethane,CCI,ethylglutathione,CCSC[C@H](N=C(O)CC[C@H](N)C(=O)O)C(O)=NCC(=O)O,1-iodoethane
Dihydroferulic acid,COc1cc(CCC(=O)O)ccc1O,,COc1cc(CCC(=O)O)ccc1OS(=O)(=O)O,Dihydroferulic acid
4-Propoxyphenol,CCCOc1ccc(O)cc1,,CCCOc1ccc(OC2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)cc1,4-Propoxyphenol
valproic acid,CCCC(CCC)C(=O)O,,CCCC(CCC)C(=O)OC1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O,valproic acid
Diclofenac,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,,O=C(Cc1ccccc1Nc1c(Cl)cccc1Cl)OC1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O,aceclofenac
Eugenol,C=CCc1ccc(O)c(OC)c1,,C=CCc1ccc(OC2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)c(OC)c1,Eugenol
3-ethylphenol,CCc1cccc(O)c1,,CCc1cccc(OS(=O)(=O)O)c1,3-ethylphenol
"(R,R)-1-phenylpropylene oxide",CC1OC1c1ccccc1,,N[C@@H](CCC(O)=N[C@@H](CSCC1OC1c1ccccc1)C(O)=NCC(=O)O)C(=O)O,"(R,R)-1-phenylpropylene oxide"
Wogonin,COc1c(O)cc(O)c2c(=O)cc(-c3ccccc3)oc12,,COc1c(OC2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)cc(O)c2c(=O)cc(-c3ccccc3)oc12,Wogonin
"3,3p,4p-Trihydroxyflavone",O=c1c(O)c(-c2ccc(O)c(O)c2)oc2ccccc12,,O=C(O)[C@H]1OC(Oc2c(-c3ccc(O)c(O)c3)oc3ccccc3c2=O)[C@H](O)[C@@H](O)[C@@H]1O,"3,3p,4p-Trihydroxyflavone"
fenchone metabo4,CC12CC(O)C(C1)C(C)(C)C2=O,,CC12CC(OC3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)C(C1)C(C)(C)C2=O,fenchone metabo4
Sorafenib,CNC(=O)c1cc(Oc2ccc(NC(O)=Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,,CNC(=O)c1cc(Oc2ccc(NC(=O)N(c3ccc(Cl)c(C(F)(F)F)c3)[C@@H]3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)cc2)ccn1,Sorafenib
4-Iodophenol,Oc1ccc(I)cc1,,O=C(O)[C@H]1OC(Oc2ccc(I)cc2)[C@H](O)[C@@H](O)[C@@H]1O,4-Iodophenol
4-Hydroxyacetophenone,CC(=O)c1ccc(O)cc1,,CC(=O)c1ccc(OC2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)cc1,4-Hydroxyacetophenone
Triclosan,Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl,,O=C(O)[C@H]1OC(Oc2cc(Cl)ccc2Oc2ccc(Cl)cc2Cl)[C@H](O)[C@@H](O)[C@@H]1O,Triclosan
Triclosan,Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl,,O=S(=O)(O)Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl,Triclosan
Naltrexone,O=C(O)[C@H]1O[C@@H](Oc2ccc3c4c2O[C@H]2C(=O)CC[C@@]5(O)[C@@H](C3)N(CC3CC3)CC[C@]425)[C@H](O)[C@@H](O)[C@@H]1O,"(2S,3S,4S,5R,6S)-6-{[(1S,5R,13R,17S)-4-(cyclopropylmethyl)-17-hydroxy-14-oxo-12-oxa-4-azapentacyclo[9.6.1.0Ã‚Â¹,Ã‚Â¹Ã‚Â³.0Ã¢ÂÂµ,Ã‚Â¹Ã¢ÂÂ·.0Ã¢ÂÂ·,Ã‚Â¹Ã¢ÂÂ¸]octadeca-7(18),8,10-trien-10-yl]oxy}-3,4,5-trihydroxyoxane-2-carboxylic acid",O=C(O)[C@H]1O[C@@H](Oc2ccc3c4c2O[C@H]2C(=O)CC[C@@]5(O)[C@@H](C3)N(CC3CC3)CC[C@]425)[C@H](O)[C@@H](O)[C@@H]1O,Naltrexone
Combretastatin A4,COc1ccc(/C=C\c2cc(OC)c(OC)c(OC)c2)cc1O,,COc1ccc(/C=C\c2cc(OC)c(OC)c(OC)c2)cc1OC1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O,Combretastatin A4
Ascorbic acid,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,,O=C1O[C@H]([C@H](O)CO)C(O)=C1OS(=O)(=O)O,Ascorbic acid
testosterone,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2OS(=O)(=O)O,testosterone
2-aminofluorene,Nc1ccc2c(c1)Cc1ccccc1-2,,CC(O)=Nc1ccc2c(c1)Cc1ccccc1-2,2-aminofluorene
Droloxifene,CC/C(=C(/c1ccc(OCCN(C)C)cc1)c1cccc(O)c1)c1ccccc1,,CC/C(=C(/c1ccc(OCCN(C)C)cc1)c1cccc(OC2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)c1)c1ccccc1,Droloxifene
Berberrubine,COc1c(O)ccc2cc3[n+](cc12)CCc1cc2c(cc1-3)OCO2,,COc1c(OC2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)ccc2cc3[n+](cc12)CCc1cc2c(cc1-3)OCO2,Berberrubine
7-Hydroxy-3-methylflavone,Cc1c(-c2ccccc2)oc2cc(O)ccc2c1=O,,Cc1c(-c2ccccc2)oc2cc(OC3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)ccc2c1=O,7-Hydroxy-3-methylflavone
4-aminoveratrole,COc1ccc(N)cc1OC,,COc1ccc(N=C(C)O)cc1OC,4-aminoveratrole
phentolamine,Cc1ccc(N(CC2=NCCN2)c2cccc(O)c2)cc1,,Cc1ccc(N(CC2=NCCN2)c2cccc(OS(=O)(=O)O)c2)cc1,phentolamine
Fenofibric Acid,CC(C)(Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1)C(=O)OC1OC(C(=O)O)C(O)C(O)C1O,"6-({2-[4-(4-chlorobenzoyl)phenoxy]-2-methylpropanoyl}oxy)-3,4,5-trihydroxyoxane-2-carboxylic acid",CC(C)(Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1)C(=O)OC1OC(C(=O)O)C(O)C(O)C1O,Fenofibric Acid
Resacetophenone,CC(=O)c1ccc(O)cc1O,,CC(=O)c1ccc(O)cc1OS(=O)(=O)O,Resacetophenone
Epinephrine,CNC[C@H](O)c1ccc(O)c(O)c1,,CNC[C@H](O)c1ccc(OS(=O)(=O)O)c(O)c1,Epinephrine
Diallyl disulfide,C=CCSSCC=C,,C=CCSSC/C=C/SC[C@H](N=C(O)CC[C@H](N)C(=O)O)C(O)=NCC(=O)O,Diallyl disulfide
"10-hydroxy-7,8,9,10-tetrahydrobenzo[a]pyrene",OC1CCCc2cc3ccc4cccc5ccc(c21)c3c45,,O=S(=O)(O)OC1CCCc2cc3ccc4cccc5ccc(c21)c3c45,"10-hydroxy-7,8,9,10-tetrahydrobenzo[a]pyrene"
trovafloxacin,N[C@@H]1[C@H]2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)C[C@@H]12,,N[C@@H]1[C@H]2CN(c3nc4c(cc3F)c(=O)c(C(=O)OC3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)cn4-c3ccc(F)cc3F)C[C@@H]12,trovafloxacin
2-hydroxymethylpyrene,OCc1cc2ccc3cccc4ccc(c1)c2c34,,O=S(=O)(O)OCc1cc2ccc3cccc4ccc(c1)c2c34,2-hydroxymethylpyrene
alpha-methyl benzyl alcohol,CC(O)c1ccccc1,,CC(OC1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O)c1ccccc1,alpha-methyl benzyl alcohol
Propofol,CC(C)c1cccc(C(C)C)c1O,,CC(C)c1cccc(C(C)C)c1OC1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O,Propofol
Kaempferol,O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,,O=C(O)[C@H]1OC(Oc2cc(O)c3c(=O)c(O)c(-c4ccc(O)cc4)oc3c2)[C@H](O)[C@@H](O)[C@@H]1O,Kaempferol
Kaempferol,O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,,O=C(O)[C@H]1OC(Oc2c(-c3ccc(O)cc3)oc3cc(O)cc(O)c3c2=O)[C@H](O)[C@@H](O)[C@@H]1O,Kaempferol
2-ethylaniline,CCc1ccccc1N,,CCc1ccccc1N=C(C)O,2-ethylaniline
"N-hydroxy-2-amino-6-methyldipyrido[1,2-a:3p,2p-d]-imidazole",Cc1cccn2c1nc1ccc(NO)nc12,,Cc1cccn2c1nc1ccc(NOS(=O)(=O)O)nc12,"N-hydroxy-2-amino-6-methyldipyrido[1,2-a:3p,2p-d]-imidazole"
4-nonylphenol,CCCCCCCCCc1ccc(O)cc1,,CCCCCCCCCc1ccc(OS(=O)(=O)O)cc1,4-nonylphenol
Tizanidine M6,Oc1cc(Cl)c(NC2=NCCN2)c2nsnc12,,O=C(O)[C@H]1OC(Oc2cc(Cl)c(NC3=NCCN3)c3nsnc23)[C@H](O)[C@@H](O)[C@@H]1O,Tizanidine M6
Tizanidine M6,Oc1cc(Cl)c(NC2=NCCN2)c2nsnc12,,O=S(=O)(O)Oc1cc(Cl)c(NC2=NCCN2)c2nsnc12,Tizanidine M6
Dezocine,C[C@@]12CCCCC[C@@H](Cc3ccc(O)cc31)[C@@H]2N,,CC12CCCCC[C@H](Cc3ccc(O[C@@H]4O[C@@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]4O)cc31)[C@@H]2N,Dezocine
Dulcin,CCOc1ccc(NC(=N)O)cc1,,CCOc1ccc(NC(O)=NC2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)cc1,Dulcin
S-2-[4-(3-methyl-2-thienyl)phenyl]propionic acid,Cc1ccsc1-c1ccc(C(C)C(=O)O)cc1,,Cc1ccsc1-c1ccc(C(C)C(=O)OC2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)cc1,S-2-[4-(3-methyl-2-thienyl)phenyl]propionic acid
S-2-[4-(3-methyl-2-thienyl)phenyl]propionic acid,Cc1ccsc1-c1ccc(C(C)C(=O)O)cc1,,Cc1ccsc1-c1ccc(C(C)C(=O)ONCCS(=O)(=O)O)cc1,S-2-[4-(3-methyl-2-thienyl)phenyl]propionic acid
Jaceidin,COc1cc(-c2oc3cc(O)c(OC)c(O)c3c(=O)c2OC)ccc1O,,COc1cc(-c2oc3cc(O)c(OC)c(O)c3c(=O)c2OC)ccc1O[C@@H]1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O,Jaceidin
menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1OC1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O,menthol
"5,6-O-DiDesmethyl Donepezil",O=C1c2cc(O)c(O)cc2CC1CC1CCN(Cc2ccccc2)CC1,,O=C1c2cc(OC3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)c(O)cc2CC1CC1CCN(Cc2ccccc2)CC1,"5,6-O-DiDesmethyl Donepezil"
"5,6-O-DiDesmethyl Donepezil",O=C1c2cc(O)c(O)cc2CC1CC1CCN(Cc2ccccc2)CC1,,O=C1c2cc(O)c(OC3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)cc2CC1CC1CCN(Cc2ccccc2)CC1,"5,6-O-DiDesmethyl Donepezil"
"3,6,4p-Trihydroxyflavone",O=c1c(O)c(-c2ccc(O)cc2)oc2ccc(O)cc12,,O=C(O)[C@H]1OC(Oc2c(-c3ccc(O)cc3)oc3ccc(O)cc3c2=O)[C@H](O)[C@@H](O)[C@@H]1O,"3,6,4p-Trihydroxyflavone"
4p-Carboxylumiracoxib,Cc1ccc(Nc2c(F)cc(O)cc2Cl)c(CC(=O)O)c1,,Cc1ccc(Nc2c(F)cc(O)cc2Cl)c(CC(=O)OC2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)c1,4p-Carboxylumiracoxib
Norbuprenorphine,CO[C@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1)[C@H]2O5,,CO[C@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1Cc4ccc(OC5O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]5O)c5c4[C@@]3(CCN1)[C@H]2O5,Buprenorphine
O-Desmethylvenlafaxine,NCC(c1ccc(O)cc1)C1(O)CCCCC1,,NCC(c1ccc(O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)cc1)C1(O)CCCCC1,(s)-venlafaxine
"2,8-Dihydroxyquinoline",Oc1ccc2cccc(O)c2n1,,O=C(O)[C@H]1O[C@@H](Oc2ccc3cccc(O)c3n2)[C@H](O)[C@@H](O)[C@@H]1O,"2,8-Dihydroxyquinoline"
Hydroxyfarnesol,C/C(=C\CC/C(C)=C/CC/C(C)=C/CO)CO,,C/C(=C\CO)CC/C=C(\C)CC/C=C(\C)COC1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O,Hydroxyfarnesol
Dihydromorphine,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)CC[C@H]3[C@H]1C5,,CN1CC[C@]23c4c5ccc(OC6O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]6O)c4O[C@H]2[C@@H](O)CC[C@H]3[C@H]1C5,Dihydromorphine
Ketoprofen,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,,CC(C(=O)O[C@@H]1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O)c1cccc(C(=O)c2ccccc2)c1,Ketoprofen
1-iodopropane,CCCI,propyl-glutathione,CCCSC[C@H](N=C(O)CC[C@H](N)C(=O)O)C(O)=NCC(=O)O,1-iodopropane
7-hydroxy-12-methylbenz[a]anthracene,Cc1c2ccccc2c(O)c2ccc3ccccc3c12,,Cc1c2ccccc2c(OS(=O)(=O)O)c2ccc3ccccc3c12,7-hydroxy-12-methylbenz[a]anthracene
Lasofoxifene,Oc1ccc2c(c1)CC[C@H](c1ccccc1)[C@@H]2c1ccc(OCCN2CCCC2)cc1,,O=C(O)[C@H]1OC(Oc2ccc3c(c2)CC[C@H](c2ccccc2)[C@@H]3c2ccc(OCCN3CCCC3)cc2)[C@H](O)[C@@H](O)[C@@H]1O,Lasofoxifene
1-iodo-3-phenylpropane,ICCCc1ccccc1,3-phenylpropyl-glutathione,N[C@@H](CCC(O)=N[C@@H](CSCCCc1ccccc1)C(O)=NCC(=O)O)C(=O)O,1-iodo-3-phenylpropane
4p-OH-aceclofenac,O=C(O)COC(=O)Cc1ccccc1Nc1c(Cl)cc(O)cc1Cl,,O=C(O)COC(=O)Cc1ccccc1Nc1c(Cl)cc(OC2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)cc1Cl,4p-OH-aceclofenac
4p-OH-aceclofenac,O=C(O)COC(=O)Cc1ccccc1Nc1c(Cl)cc(O)cc1Cl,,O=C(O)COC(=O)Cc1ccccc1Nc1c(Cl)cc(OS(=O)(=O)O)cc1Cl,4p-OH-aceclofenac
"4-Hydroxy-5-(3p,5p-dihydroxyphenyl)-valeric acid",O=C(O)CCC(O)Cc1cc(O)cc(O)c1,,O=C(CCC(O)Cc1cc(O)cc(O)c1)OCOC1OC(C(O)O)C(O)C(O)C1O,"4-Hydroxy-5-(3p,5p-dihydroxyphenyl)-valeric acid"
1-iodobutane,CCCCI,butyl-glutathione,CCCCSC[C@H](N=C(O)CC[C@H](N)C(=O)O)C(O)=NCC(=O)O,1-iodobutane
4-hydroxyatomoxetine,CNCC[C@@H](Oc1ccc(O)cc1C)c1ccccc1,,CNCC[C@@H](Oc1ccc(OC2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)cc1C)c1ccccc1,4-hydroxyatomoxetine
7-Hydoxy-5-methylflavone,Cc1cc(O)cc2oc(-c3ccccc3)cc(=O)c12,,Cc1cc(OC2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)cc2oc(-c3ccccc3)cc(=O)c12,7-Hydoxy-5-methylflavone
"6,7,3p-Trihydroxflavone",O=c1cc(-c2cccc(O)c2)oc2cc(O)c(O)cc12,,O=C(O)[C@H]1OC(Oc2cc3oc(-c4cccc(O)c4)cc(=O)c3cc2O)[C@H](O)[C@@H](O)[C@@H]1O,"6,7,3p-Trihydroxflavone"
N-hydroxy-2-acetylaminofluorene,CC(=O)N(O)c1ccc2c(c1)Cc1ccccc1-2,,CC(=O)N(OC1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O)c1ccc2c(c1)Cc1ccccc1-2,N-hydroxy-2-acetylaminofluorene
N-hydroxy-2-acetylaminofluorene,CC(=O)N(O)c1ccc2c(c1)Cc1ccccc1-2,,CC(=O)N(OS(=O)(=O)O)c1ccc2c(c1)Cc1ccccc1-2,N-hydroxy-2-acetylaminofluorene
7-Hydroxy-alpha-thujone,C[C@H]1C(=O)C[C@]2(C(C)(C)O)C[C@H]12,,C[C@H]1C(=O)C[C@]2(C(C)(C)OC3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)C[C@H]12,7-Hydroxy-alpha-thujone
Pentaerythritol Dibromide,OCC(CO)(CBr)CBr,,O=C(O)[C@@H]1O[C@H](OCC(CO)(CBr)CBr)[C@@H](O)[C@H](O)[C@H]1O,Pentaerythritol Dibromide
"5-(3p,4p-Dihydroxyphenyl)-gamma-valerolactone-4p-O-methyl",COc1ccc(CC2CCC(=O)O2)cc1O,,COc1ccc(CC2CCC(=O)O2)cc1O[C@H]1O[C@@H](C(=O)O)[C@H](O)[C@@H](O)[C@@H]1O,"5-(3p,4p-Dihydroxyphenyl)-gamma-valerolactone-4p-O-methyl"
2-Methoxyestrone,COc1cc2c(cc1O)CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,,COc1cc2c(cc1O[C@@H]1O[C@H](O)[C@@H](O)[C@H](O)[C@H]1O)CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,2-Methoxyestrone
Carveol,C=C(C)C1CC=C(C)C(O)C1,,C=C(C)C1CC=C(C)C(OC2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)C1,(+)-limonene
7-Hydroxyflavone,O=c1cc(-c2ccccc2)oc2cc(O)ccc12,,O=C(O)[C@H]1OC(Oc2ccc3c(=O)cc(-c4ccccc4)oc3c2)[C@H](O)[C@@H](O)[C@@H]1O,7-Hydroxyflavone
Bisphenol A,CC(C)(c1ccc(O)cc1)c1ccc(O)cc1,,CC(C)(c1ccc(O)cc1)c1ccc(OC2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)cc1,Bisphenol A
25-Hydroxyvitamin D2,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@@]2(C)C1CC[C@@H]2[C@H](C)/C=C/[C@H](C)C(C)(C)O,,C=C1CCC(O)C/C1=C/C=C1\CCC[C@@]2(C)C1CC[C@@H]2[C@H](C)/C=C/[C@H](C)C(C)(C)O[C@@H]1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O,25-Hydroxyvitamin D2
Edaravone,Cc1cc(O)n(-c2ccccc2)n1,,Cc1cc(OC2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)n(-c2ccccc2)n1,Edaravone
"6,7-Dihydroxyflavone",O=c1cc(-c2ccccc2)oc2cc(O)c(O)cc12,,O=C(O)[C@H]1OC(Oc2cc3oc(-c4ccccc4)cc(=O)c3cc2O)[C@H](O)[C@@H](O)[C@@H]1O,"6,7-Dihydroxyflavone"
Flurbiprofen,C[C@@H](C(=O)O)c1ccc(-c2ccccc2)c(F)c1,,C[C@@H](C(=O)OC1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O)c1ccc(-c2ccccc2)c(F)c1,Flurbiprofen
Codeine,COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@@]341,,COc1ccc2c3c1O[C@H]1[C@@H](OC4O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]4O)C=C[C@H]4[C@@H](C2)N(C)CC[C@@]341,Codeine
Losartan,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,,CCCCc1[nH+]c(Cl)c(CO)n1Cc1ccc(-c2ccccc2C2N=NN(C3OC(C(O)O)C(O)C(O)C3O)N2)cc1,Losartan
N-hydroxy-2-acetylamino-3-methyl-5-phenylpyridine,CC(=O)N(O)c1ncc(-c2ccccc2)cc1C,,CC(=O)N(OC1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O)c1ncc(-c2ccccc2)cc1C,N-hydroxy-2-acetylamino-3-methyl-5-phenylpyridine
5-OH-paeonol,COc1cc(O)c(C(C)=O)cc1O,,COc1cc(OS(=O)(=O)O)c(C(C)=O)cc1O,5-OH-paeonol
1-iodooctane,CCCCCCCCI,octyl-glutathione,CCCCCCCCSC[C@H](N=C(O)CC[C@H](N)C(=O)O)C(O)=NCC(=O)O,1-iodooctane
4-phenoxyaniline,Nc1ccc(Oc2ccccc2)cc1,,CC(O)=Nc1ccc(Oc2ccccc2)cc1,4-phenoxyaniline
N-hydroxy-2-aminobenzanthrone,O=C1C=c2cc3ccc4ccc(NO)cc4c3cc2=CC1,,O=C1C=c2cc3ccc4ccc(NOC5O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]5O)cc4c3cc2=CC1,N-hydroxy-2-aminobenzanthrone
xanthurenic acid,O=C(O)c1cc(O)c2cccc(O)c2n1,,O=C(O)c1cc(O)c2cccc(OS(=O)(=O)O)c2n1,xanthurenic acid
Pyridine N-oxide,O[n+]1ccccc1,,O=C(O)[C@@H]1O[C@H](O[n+]2ccccc2)[C@@H](O)[C@H](O)[C@H]1O,Pyridine N-oxide
N-nitrosodimethylamine,CN(C)N=O,,CC(=O)[NH+]([O-])N(C)C,N-nitrosodimethylamine
Acetaminophen,CC(O)=Nc1ccc(O)cc1,,CC(O)=Nc1ccc(OS(=O)(=O)O)cc1,O-isopropyl acetaminophen
Acetaminophen,CC(O)=Nc1ccc(O)cc1,,CC(O)=Nc1ccc(OC2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)cc1,O-isopropyl acetaminophen
serotonin,NCCc1c[nH]c2ccc(O)cc12,,NCCc1c[nH]c2ccc(OC3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)cc12,serotonin
Misonidazole,COCC(O)Cn1ccnc1[N+](=O)[O-],,COCC(Cn1ccnc1[N+](=O)[O-])OC1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O,Misonidazole
Etiocholanolone,C[C@]12CC[C@@H](O)C[C@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,,C[C@]12CC[C@@H](O[C@@H]3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)C[C@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,Etiocholanolone
3-alpha-hydroxydesogestrel,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=C[C@H](O)CC[C@@H]4[C@H]3C(=C)C[C@@]21CC,,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(OC5O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]5O)CC[C@@H]4[C@H]3C(=C)C[C@@]21CC,3-alpha-hydroxydesogestrel
3-alpha-hydroxydesogestrel,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=C[C@H](O)CC[C@@H]4[C@H]3C(=C)C[C@@]21CC,,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=C[C@H](OS(=O)(=O)O)CC[C@@H]4[C@H]3C(=C)C[C@@]21CC,3-alpha-hydroxydesogestrel
"B[a]P 7,8-epoxide",C1=CC2OC2c2cc3ccc4cccc5ccc(c21)c3c45,,N[C@@H](CCC(O)=N[C@@H](CSOC1c2cc3ccc4cccc5ccc(c2C=CC1O)c3c45)C(O)=NCC(=O)O)C(=O)O,"B[a]P 7,8-epoxide"
4-Chlorophenol,Oc1ccc(Cl)cc1,,O=C(O)[C@H]1OC(Oc2ccc(Cl)cc2)[C@H](O)[C@@H](O)[C@@H]1O,4-Chlorophenol
