parent_name,parent_smiles,child_name,child_smiles,origin,tanimoto
vicriviroc,COCC(c1ccc(C(F)(F)F)cc1)N1CCN(C2(C)CCN(C(=O)c3c(C)ncnc3C)CC2)CC1C,O-Desmethylvicriviroc ,Cc1ncnc(C)c1C(=O)N1CCC(C)(N2CCN(C(CO)c3ccc(C(F)(F)F)cc3)C(C)C2)CC1,vicriviroc,0.8382352941176471
vicriviroc,COCC(c1ccc(C(F)(F)F)cc1)N1CCN(C2(C)CCN(C(=O)c3c(C)ncnc3C)CC2)CC1C,Vicriviroc N-oxide ,COCC(c1ccc(C(F)(F)F)cc1)N1CCN(C2(C)CCN(C(=O)c3c(C)nc[n+]([O-])c3C)CC2)CC1C,vicriviroc,0.8108108108108109
vitamin_d2,C=C1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)C=CC(C)C(C)C,,C=C1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)C=CC(C)(O)C(C)C,vitamin_d2,0.75
voriconazole,CC(c1ncncc1F)C(O)(Cn1cncn1)c1ccc(F)cc1F,Hydroxymethyl Voriconazole,OCC(c1ncncc1F)C(O)(Cn1cncn1)c1ccc(F)cc1F,voriconazole,0.7678571428571429
voriconazole,CC(c1ncncc1F)C(O)(Cn1cncn1)c1ccc(F)cc1F,Voriconazole N-Oxide,CC(c1nc[n+]([O-])cc1F)C(O)(Cn1cncn1)c1ccc(F)cc1F,voriconazole,0.7288135593220338
warfarin-r,CC(=O)CC(c1ccccc1)c1c(O)oc2ccccc2c1=O,10-Hydroxywarfarin,CC(=O)C(O)C(c1ccccc1)c1c(O)oc2ccccc2c1=O,warfarin-r,0.6382978723404256
warfarin-r,CC(=O)CC(c1ccccc1)c1c(O)oc2ccccc2c1=O,6-Hydroxywarfarin,CC(=O)CC(c1ccccc1)c1c(O)oc2ccc(O)cc2c1=O,warfarin-r,0.7777777777777778
warfarin-r,CC(=O)CC(c1ccccc1)c1c(O)oc2ccccc2c1=O,8-Hydroxywarfarin,CC(=O)CC(c1ccccc1)c1c(O)oc2c(O)cccc2c1=O,warfarin-r,0.7333333333333333
warfarin-r,CC(=O)CC(c1ccccc1)c1c(O)oc2ccccc2c1=O,#NAME?,CC(=O)CC(c1ccccc1)c1c(O)oc2cc(O)ccc2c1=O,warfarin-r,0.7777777777777778
warfarin-r,CC(=O)CC(c1ccccc1)c1c(O)oc2ccccc2c1=O,4'- Hydroxywarfarin,CC(=O)CC(c1ccc(O)cc1)c1c(O)oc2ccccc2c1=O,warfarin-r,0.8809523809523809
7-Ethoxy-4-trifluoromethylcoumarin,CCOc1ccc2c(C(F)(F)F)cc(=O)oc2c1,7-Hydroxy-4-trifluoromethylcourmarin,O=c1cc(C(F)(F)F)c2ccc(O)cc2o1,7-Ethoxy-4-trifluoromethylcoumarin,0.5714285714285714
7-methoxy-4-trifluoromethylcoumarin,COc1ccc2c(C(F)(F)F)cc(=O)oc2c1,7-Hydroxy-4-(trifluoromethyl)chromen-2-one,O=c1cc(C(F)(F)F)c2ccc(O)cc2o1,7-methoxy-4-trifluoromethylcoumarin,0.6153846153846154
7-Benzyloxyresorufin,O=c1ccc2nc3ccc(OCc4ccccc4)cc3oc-2c1,Resorufin,O=c1ccc2nc3ccc(O)cc3oc-2c1,7-Benzyloxyresorufin,0.574468085106383
"Dibenz[a,j]acridine",c1ccc2c(c1)ccc1nc3ccc4ccccc4c3cc12,,ON1c2ccc3ccccc3c2C=C2c3ccccc3C=CC21,"Dibenz[a,j]acridine",0.22916666666666666
"Dibenz[a,j]acridine",c1ccc2c(c1)ccc1nc3ccc4ccccc4c3cc12,,O=C1c2c(ccc3ccccc23)N=C2C=Cc3ccccc3C12,"Dibenz[a,j]acridine",0.29545454545454547
"Dibenz[a,j]acridine",c1ccc2c(c1)ccc1nc3ccc4ccccc4c3cc12,"3,4-DHD",Oc1ccc2c(ccc3nc4ccc5ccccc5c4cc32)c1O,"Dibenz[a,j]acridine",0.6666666666666666
"Dibenz[a,j]acridine",c1ccc2c(c1)ccc1nc3ccc4ccccc4c3cc12,"1,2-DHD",Oc1ccc2ccc3nc4ccc5ccccc5c4cc3c2c1O,"Dibenz[a,j]acridine",0.6451612903225806
"Dibenz[a,j]acridine",c1ccc2c(c1)ccc1nc3ccc4ccccc4c3cc12,"5,6-DHD",Oc1c(O)c2nc3ccc4ccccc4c3cc2c2ccccc12,"Dibenz[a,j]acridine",0.6129032258064516
"Methyl N,N-diethyldithiocarbamate",CCN(CC)C(=S)SC,MeDDC sulfine ,CCN(CC)C(SC)=S=O,"Methyl N,N-diethyldithiocarbamate",0.44
"7,12 Dimethylbenzanthracene",Cc1c2ccccc2c(C)c2c1ccc1ccccc12,,Cc1c2ccccc2c(C)c2c1c(O)c(O)c1ccccc12,"7,12 Dimethylbenzanthracene",0.41935483870967744
"7,12 Dimethylbenzanthracene",Cc1c2ccccc2c(C)c2c1ccc1ccccc12,,Cc1c2ccc3ccccc3c2c(C)c2ccc(O)c(O)c12,"7,12 Dimethylbenzanthracene",0.6666666666666666
"7,12 Dimethylbenzanthracene",Cc1c2ccccc2c(C)c2c1ccc1ccccc12,,Cc1c2ccccc2c(C)c2c1ccc1c(O)c(O)ccc12,"7,12 Dimethylbenzanthracene",0.5483870967741935
"7,12 Dimethylbenzanthracene",Cc1c2ccccc2c(C)c2c1ccc1ccccc12,,Cc1c2ccccc2c(C)c2c1ccc1ccc(O)cc12,"7,12 Dimethylbenzanthracene",0.6896551724137931
"7,12 Dimethylbenzanthracene",Cc1c2ccccc2c(C)c2c1ccc1ccccc12,,Cc1c2ccccc2c(CO)c2ccc3ccccc3c12,"7,12 Dimethylbenzanthracene",0.6666666666666666
"7,12 Dimethylbenzanthracene",Cc1c2ccccc2c(C)c2c1ccc1ccccc12,,Cc1c2ccccc2c(CO)c2c1ccc1ccccc12,"7,12 Dimethylbenzanthracene",0.6666666666666666
DMXAA,Cc1ccc2c(=O)c3cccc(CC(=O)O)c3oc2c1C,6-Hydroxy-MXAA,Cc1c(CO)ccc2c(=O)c3cccc(CC(=O)O)c3oc12,DMXAA,0.775
4-(Aminomethyl)-7-methoxycoumarin,COc1ccc2c(CN)cc(=O)oc2c1,7-hydroxy-4-(aminomethyl)-coumarin (HAMC),NCc1cc(=O)oc2cc(O)ccc12,4-(Aminomethyl)-7-methoxycoumarin,0.6153846153846154
NNK,CN(CCCC(=O)c1cccnc1)N=O,,O=NN(CO)CCCC(=O)c1cccnc1,NNK,0.6976744186046512
DEET,CCN(CC)C(=O)c1cccc(C)c1,"N,N-diethyl-m-hydroxymethylbenzamide",CCN(CC)C(=O)c1cccc(CO)c1,DEET,0.696969696969697
DEET,CCN(CC)C(=O)c1cccc(C)c1,,CCN(CCO)C(=O)c1cccc(C)c1,DEET,0.7878787878787878
"dibenzo(a,h)anthracene",c1ccc2c(c1)ccc1cc3c(ccc4ccccc43)cc12,"dibenzo(a,h)anthracene 1,2-epoxide",C1=CC2OC2c2c1ccc1cc3c(ccc4ccccc43)cc21,"dibenzo(a,h)anthracene",0.48484848484848486
"dibenzo(a,h)anthracene",c1ccc2c(c1)ccc1cc3c(ccc4ccccc43)cc12,"dibenzo(a,h)anthracene 3,4-epoxide",C1=Cc2ccc3cc4c5c(ccc4cc3c2CC1)C1OC1C=C5,"dibenzo(a,h)anthracene",0.2127659574468085
Alvameline,CCn1nnc(C2=CCCN(C)C2)n1,,CCn1nnc(C2=CCCNC2)n1,Alvameline,0.5714285714285714
Alvameline,CCn1nnc(C2=CCCN(C)C2)n1,,CCn1nnc(C2=CCC[N+](C)([O-])C2)n1,Alvameline,0.5333333333333333
Alvameline,CCn1nnc(C2=CCCN(C)C2)n1,,CN1CCC=C(c2nn[nH]n2)C1,Alvameline,0.55
Alvameline,CCn1nnc(C2=CCCN(C)C2)n1,,CCn1nnc(C2=CCC=[N+](C)C2)n1,Alvameline,0.5
O-isopropyl acetaminophen,CC(=O)Nc1ccc(OC(C)C)cc1,Acetaminophen,CC(=O)Nc1ccc(O)cc1,O-isopropyl acetaminophen,0.5172413793103449
O-isopropyl acetaminophen,CC(=O)Nc1ccc(OC(C)C)cc1,,COc1ccc(NC=O)cc1,O-isopropyl acetaminophen,0.3055555555555556
p-Methoxyacetanilide,COc1ccc(NC(C)=O)cc1,"p-Methoxyacetanilide, O-demethyl-",CC(=O)Nc1ccc(O)cc1,p-Methoxyacetanilide,0.5769230769230769
Terbutryn,CCN=c1nc(NC(C)(C)C)[nH]c(SC)n1,,CCN=c1nc(NC(C)(C)C)[nH]c([S+](C)[O-])n1,Terbutryn,0.5813953488372093
Terbutryn,CCN=c1nc(NC(C)(C)C)[nH]c(SC)n1,,CSc1nc(=NC(C)O)nc(NC(C)(C)C)[nH]1,Terbutryn,0.6190476190476191
Terbutryn,CCN=c1nc(NC(C)(C)C)[nH]c(SC)n1,,CCN=c1nc(NC(C)(C)CO)[nH]c(SC)n1,Terbutryn,0.75
MNAN,CCCCCN(C)N=O,,CCCCCN(CO)N=O,MNAN,0.5185185185185185
MNAN,CCCCCN(C)N=O,,CC(O)CCCN(C)N=O,MNAN,0.5
NDPA,CCCN(CCC)N=O,Alpha-OH NDPA,CCCN(N=O)C(O)CC,NDPA,0.4583333333333333
NPYR,O=NN1CCCC1,,O=NN1CCCC1O,NPYR,0.32
RP73401,COc1ccc(C(=O)N=c2c(Cl)c[nH]cc2Cl)cc1OC1CCCC1,,COc1ccc(C(=O)N=c2c(Cl)c[nH]cc2Cl)cc1OC1CCC(O)C1,RP73401,0.803921568627451
sulfinpyrazone_sulfide,O=C1C(CCSc2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1,Sulfinpyrazone,O=C1C(CC[S+]([O-])c2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1,sulfinpyrazone_sulfide,0.5384615384615384
sulfinpyrazone_sulfide,O=C1C(CCSc2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1,,O=C1C(CC[S+]([O-])c2ccccc2)C(=O)N(c2ccc(O)cc2)N1c1ccccc1,sulfinpyrazone_sulfide,0.4666666666666667
sulfinpyrazone_sulfide,O=C1C(CCSc2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1,,O=C1C(CC[S+]([O-])c2ccc(O)cc2)C(=O)N(c2ccccc2)N1c1ccccc1,sulfinpyrazone_sulfide,0.4666666666666667
Proguanil,CC(C)NC(=N)NC(=N)Nc1ccc(Cl)cc1,Cycloguanil,CC1(C)NC(=N)NC(=N)N1c1ccc(Cl)cc1,Proguanil,0.23404255319148937
Proguanil,CC(C)NC(=N)NC(=N)Nc1ccc(Cl)cc1,4-Chlorophenylbiguanide,N=C(N)NC(=N)Nc1ccc(Cl)cc1,Proguanil,0.5882352941176471
4_nitro_phenol,O=[N+]([O-])c1ccc(O)cc1,4-nitrocatechol (4NC) ,O=[N+]([O-])c1ccc(O)c(O)c1,4_nitro_phenol,0.56
"7,8-Dihydrobenzo[a]pyrene-7,8-diol",OC1C=Cc2c(cc3ccc4cccc5ccc2c3c45)C1O,,OC1c2cc3ccc4cccc5ccc(c2C2OC2C1O)c3c45,"7,8-Dihydrobenzo[a]pyrene-7,8-diol",0.4888888888888889
Furametpyr,Cc1nn(C)c(Cl)c1C(=O)Nc1cccc2c1C(C)OC2(C)C,,Cc1[nH]nc(Cl)c1C(=O)Nc1cccc2c1C(C)OC2(C)C,Furametpyr,0.6491228070175439
Bioresmethrin,CC(C)=CC1C(C(=O)OCc2coc(Cc3ccccc3)c2)C1(C)C,BFA,OCc1coc(Cc2ccccc2)c1,Bioresmethrin,0.4230769230769231
TRANS-PERMETHRIN,CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc1cccc(Oc2ccccc2)c1,(3-Phenoxyphenyl)methanol,OCc1cccc(Oc2ccccc2)c1,TRANS-PERMETHRIN,0.40816326530612246
LOSIGAMONE,COC1=CC(=O)OC1C(O)c1ccccc1Cl,,COC1=CC(=O)OC1C(O)c1ccc(O)cc1Cl,LOSIGAMONE,0.7272727272727273
LOSIGAMONE,COC1=CC(=O)OC1C(O)c1ccccc1Cl,,COC1=CC(=O)OC1C(O)c1cc(O)ccc1Cl,LOSIGAMONE,0.7111111111111111
Promethazine,CC(CN1c2ccccc2Sc2ccccc21)N(C)C,,CC(CN1c2ccccc2[S+]([O-])c2ccccc21)N(C)C,Promethazine,0.5789473684210527
Promethazine,CC(CN1c2ccccc2Sc2ccccc21)N(C)C,,CNC(C)CN1c2ccccc2Sc2ccccc21,Promethazine,0.6111111111111112
Verapamil,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,D-702,COc1cc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)ccc1O,Verapamil,0.8867924528301887
METALAXYL,COCC(=O)N(c1c(C)cccc1C)C(C)C(=O)OC,,COC(=O)C(C)N(C(=O)CO)c1c(C)cccc1C,METALAXYL,0.7631578947368421
METALAXYL,COCC(=O)N(c1c(C)cccc1C)C(C)C(=O)OC,,COCC(=O)N(c1c(C)cccc1C)C(C)C(=O)O,METALAXYL,0.7631578947368421
METALAXYL,COCC(=O)N(c1c(C)cccc1C)C(C)C(=O)OC,,COCC(=O)N(c1c(C)ccc(O)c1C)C(C)C(=O)OC,METALAXYL,0.7380952380952381
METALAXYL,COCC(=O)N(c1c(C)cccc1C)C(C)C(=O)OC,,COCC(=O)N(c1c(C)cccc1CO)C(C)C(=O)OC,METALAXYL,0.8292682926829268
demethylmetalaxyl,COC(=O)C(C)N(C(=O)CO)c1c(C)cccc1C,,Cc1cccc(C)c1N(C(=O)CO)C(C)C(=O)O,demethylmetalaxyl,0.7027027027027027
L-775606,Fc1cccc(CCN2CCN(CCCc3c[nH]c4ccc(-n5cnnc5)cc34)CC2)c1,,OC(CN1CCN(CCCc2c[nH]c3ccc(-n4cnnc4)cc23)CC1)c1cccc(F)c1,L-775606,0.71875
L-775606,Fc1cccc(CCN2CCN(CCCc3c[nH]c4ccc(-n5cnnc5)cc34)CC2)c1,,c1cc2[nH]cc(CCCN3CCNCC3)c2cc1-n1cnnc1,L-775606,0.6666666666666666
Bufuralol,CCc1cccc2cc(C(O)CNC(C)(C)C)oc12,4-Hydroxybufuralol,CCc1ccc(O)c2cc(C(O)CNC(C)(C)C)oc12,Bufuralol,0.6888888888888889
Bufuralol,CCc1cccc2cc(C(O)CNC(C)(C)C)oc12,6-Hydroxubufuralol,CCc1c(O)ccc2cc(C(O)CNC(C)(C)C)oc12,Bufuralol,0.6521739130434783
Bufuralol,CCc1cccc2cc(C(O)CNC(C)(C)C)oc12,1'2'-Ethenylbufuralol,C=Cc1cccc2cc(C(O)CNC(C)(C)C)oc12,Bufuralol,0.6739130434782609
Deltamethrin,CC1(C)C(C=C(Br)Br)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,4'-OH-deltamethrin,CC1(C)C(C=C(Br)Br)C1C(=O)OC(C#N)c1cccc(Oc2ccc(O)cc2)c1,Deltamethrin,0.875
(1S)-trans-Cyfluthrin,CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c1ccc(F)c(Oc2ccccc2)c1,,CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c1ccc(F)c(Oc2ccc(O)cc2)c1,(1S)-trans-Cyfluthrin,0.847457627118644
Bexarotene,C=C(c1ccc(C(=O)O)cc1)c1cc2c(cc1C)C(C)(C)CCC2(C)C,6-hydroxy-bexarotene,C=C(c1ccc(C(=O)O)cc1)c1cc2c(cc1C)C(C)(C)C(O)CC2(C)C,Bexarotene,0.7045454545454546
Bexarotene,C=C(c1ccc(C(=O)O)cc1)c1cc2c(cc1C)C(C)(C)CCC2(C)C,7-hydroxy-bexarotene,C=C(c1ccc(C(=O)O)cc1)c1cc2c(cc1C)C(C)(C)CC(O)C2(C)C,Bexarotene,0.7045454545454546
Bexarotene,C=C(c1ccc(C(=O)O)cc1)c1cc2c(cc1C)C(C)(C)CCC2(C)C,7-oxo-bexarotene,C=C(c1ccc(C(=O)O)cc1)c1cc2c(cc1C)C(C)(C)C(=O)CC2(C)C,Bexarotene,0.7560975609756098
Bexarotene,C=C(c1ccc(C(=O)O)cc1)c1cc2c(cc1C)C(C)(C)CCC2(C)C,7-oxo-bexarotene,C=C(c1ccc(C(=O)O)cc1)c1cc2c(cc1C)C(C)(C)CC(=O)C2(C)C,Bexarotene,0.7560975609756098
Dolasetron,O=C(OC1CC2CC3CC(C1)N2CC3=O)c1c[nH]c2ccccc12,Reduced dolasetron,O=C(OC1CC2CC3CC(C1)N2CC3O)c1c[nH]c2ccccc12,Dolasetron,0.6730769230769231
Halothane ,FC(F)(F)C(Cl)Br,Trifluoroacetyl chloride,O=C(Cl)C(F)(F)F,Halothane ,0.2222222222222222
delta-9-Tetrahydrocannabinol,CCCCCc1cc(O)c2c(c1)OC(C)(C)C1CCC(C)=CC21,11-OH-delata-Tetrahydrocannabinol,CCCCCc1cc(O)c2c(c1)OC(C)(C)C1CCC(CO)=CC21,delta-9-Tetrahydrocannabinol,0.7777777777777778
delta-9-Tetrahydrocannabinol,CCCCCc1cc(O)c2c(c1)OC(C)(C)C1CCC(C)=CC21,7-OH-delta-9-Tetrahydrocannabinol,CCCCCc1cc(O)c2c(c1)OC(C)(C)C1C(O)CC(C)=CC21,delta-9-Tetrahydrocannabinol,0.6785714285714286
delta-9-Tetrahydrocannabinol,CCCCCc1cc(O)c2c(c1)OC(C)(C)C1CCC(C)=CC21,8-OH-delta-9-Tetrahydrocannabinol,CCCCCc1cc(O)c2c(c1)OC(C)(C)C1CC(O)C(C)=CC21,delta-9-Tetrahydrocannabinol,0.6964285714285714
S-Bioallethrin,C=CCC1=C(C)C(OC(=O)C2C(C=C(C)C)C2(C)C)CC1=O,,C=CCC1=C(C)C(OC(=O)C2C(C=C(C)CO)C2(C)C)CC1=O,S-Bioallethrin,0.8235294117647058
Droloxifene,CCC(=C(c1ccc(OCCN(C)C)cc1)c1cccc(O)c1)c1ccccc1,,CCC(=C(c1ccc(OCCNC)cc1)c1cccc(O)c1)c1ccccc1,Droloxifene,0.7346938775510204
Artesunate,CC1CCC2C(C)C(OC(=O)CCC(=O)O)OC3OC4(C)CCC1C32OO4,,CC1CCC2C(C)C(O)OC3OC4(C)CCC1C32OO4,Artesunate,0.5818181818181818
Rupatadine,Cc1cncc(CN2CCC(=C3c4ccc(Cl)cc4CCc4cccnc43)CC2)c1,,Clc1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1,Rupatadine,0.559322033898305
RL-3142,CN(C)c1ccc(C=CC(=O)c2ccc(-n3ccnc3)cc2)cc1,,CNc1ccc(C=CC(=O)c2ccc(-n3ccnc3)cc2)cc1,RL-3142,0.7659574468085106
Erlotinib,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,2Ã¢â‚¬Â({4Ã¢â‚¬Â[(3Ã¢â‚¬Âethynylphenyl)amino]Ã¢â‚¬Â6Ã¢â‚¬Â(2Ã¢â‚¬Âmethoxyethoxy)quinazolinÃ¢â‚¬Â7Ã¢â‚¬Âyl}oxy)ethanÃ¢â‚¬Â1Ã¢â‚¬Âol,C#Cc1cccc(Nc2ncnc3cc(OCCO)c(OCCOC)cc23)c1,Erlotinib,0.9038461538461539
zafirlukast,COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(C)c2ccc(NC(=O)OC3CCCC3)cc12,cyclopentyl NÃ¢â‚¬Â[1Ã¢â‚¬Â(hydroxymethyl)Ã¢â‚¬Â3Ã¢â‚¬Â({2Ã¢â‚¬ÂmethoxyÃ¢â‚¬Â4Ã¢â‚¬Â[(2Ã¢â‚¬Âmethylbenzenesulfonyl)carbamoyl]phenyl}methyl)indolÃ¢â‚¬Â5Ã¢â‚¬Âyl]carbamate,COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(CO)c2ccc(NC(=O)OC3CCCC3)cc12,zafirlukast,0.8589743589743589
zafirlukast,COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(C)c2ccc(NC(=O)OC3CCCC3)cc12,3Ã¢â‚¬Âhydroxycyclopentyl NÃ¢â‚¬Â[3Ã¢â‚¬Â({2Ã¢â‚¬ÂmethoxyÃ¢â‚¬Â4Ã¢â‚¬Â[(2Ã¢â‚¬Âmethylbenzenesulfonyl)carbamoyl]phenyl}methyl)Ã¢â‚¬Â1Ã¢â‚¬ÂmethylindolÃ¢â‚¬Â5Ã¢â‚¬Âyl]carbamate,COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(C)c2ccc(NC(=O)OC3CCC(O)C3)cc12,zafirlukast,0.8589743589743589
zaleplon,CCN(C(C)=O)c1cccc(-c2ccnc3c(C#N)cnn23)c1,Dementhylazed-zaleplon,CC(=O)Nc1cccc(-c2ccnc3c(C#N)cnn23)c1,zaleplon,0.6379310344827587
zatosetron,CN1C2CCC1CC(NC(=O)c1cc(Cl)cc3c1OC(C)(C)C3)C2,,CC1(C)Cc2cc(Cl)cc(C(=O)NC3CC4CCC(C3)N4)c2O1,zatosetron,0.7358490566037735
zatosetron,CN1C2CCC1CC(NC(=O)c1cc(Cl)cc3c1OC(C)(C)C3)C2,,CC1(C)Cc2cc(Cl)cc(C(=O)NC3CC4CCC(C3)[N+]4(C)[O-])c2O1,zatosetron,0.6964285714285714
zatosetron,CN1C2CCC1CC(NC(=O)c1cc(Cl)cc3c1OC(C)(C)C3)C2,,CN1C2CCC1CC(NC(=O)c1cc(Cl)cc3c1OC(C)(C)C3O)C2,zatosetron,0.6964285714285714
zinc02949712,CCCCOc1ccc2c(C(F)(F)F)cc(=O)oc2c1,HFC(7-hydroxy-4-trifluoromethylcoumarin),O=c1cc(C(F)(F)F)c2ccc(O)cc2o1,zinc02949712,0.5454545454545454
zinc03978059,CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,free cortisol,CC12CCC(=O)C=C1C(O)CC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,zinc03978059,0.7241379310344828
zinc15020070,COc1ccc2c(c1)Oc1cc(O)ccc1C21OC(=O)c2ccccc21,,O=C1OC2(c3ccc(O)cc3Oc3cc(O)ccc32)c2ccccc21,zinc15020070,0.7804878048780488
zinc1698316,COC(=O)C1C(O)CCC2CN3CCc4c([nH]c5ccccc45)C3CC21,,COC(=O)C1C(O)CCC2CN3CCc4c([nH]c5ccc(O)cc45)C3CC21,zinc1698316,0.7833333333333333
zinc1698316,COC(=O)C1C(O)CCC2CN3CCc4c([nH]c5ccccc45)C3CC21,,COC(=O)C1C(O)CCC2CN3CCc4c([nH]c5cc(O)ccc45)C3CC21,zinc1698316,0.7833333333333333
zinc188,CC(CN(C)C)CN1c2ccccc2Sc2ccc(C#N)cc21,S-oxide cyamemazine,CC(CN(C)C)CN1c2ccccc2[S+]([O-])c2ccc(C#N)cc21,zinc188,0.6415094339622641
zinc188,CC(CN(C)C)CN1c2ccccc2Sc2ccc(C#N)cc21,N-demethyl-cyamemazine,CNCC(C)CN1c2ccccc2Sc2ccc(C#N)cc21,zinc188,0.72
zinc21985223,CN(C)c1ccc(C2CC3(C)C(CCC3(O)C=CCO)C3CCC4=CC(=O)CCC4=C23)cc1,,CNc1ccc(C2CC3(C)C(CCC3(O)C=CCO)C3CCC4=CC(=O)CCC4=C23)cc1,zinc21985223,0.8235294117647058
zinc33952402,Cc1ccc(C(=O)C(C)N2CCCC2)cc1,HO-MPPP,CC(C(=O)c1ccc(CO)cc1)N1CCCC1,zinc33952402,0.6857142857142857
zinc33952517,CC(C(=O)c1ccc2c(c1)OCO2)N1CCCC1,di-HO-MDPPP,CC(C(=O)c1ccc(O)c(O)c1)N1CCCC1,zinc33952517,0.6097560975609756
zinc36377943,CCCC1OC2CC3C4CCC5=CC(=O)C=CC5(C)C4C(O)CC3(C)C2(C(=O)CO)O1,6beta - HYDROXYBUDESONIDE,CCCC1OC2CC3C4CC(O)C5=CC(=O)C=CC5(C)C4C(O)CC3(C)C2(C(=O)CO)O1,zinc36377943,0.7536231884057971
zinc36377943,CCCC1OC2CC3C4CCC5=CC(=O)C=CC5(C)C4C(O)CC3(C)C2(C(=O)CO)O1,6beta - HYDROXYBUDESONIDE,CCCC(O)OC1CC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC2(C)C1C(=O)CO,zinc36377943,0.46987951807228917
zinc38309998,CCC(C)(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC(O)CC(O)CC(=O)O)C21,,C=C1C=C2C=CC(C)C(CCC(O)CC(O)CC(=O)O)C2C(OC(=O)C(C)(C)CC)C1,zinc38309998,0.7313432835820896
zinc38309998,CCC(C)(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC(O)CC(O)CC(=O)O)C21,,CCC(C)(C)C(=O)OC1CC(C)C(O)=C2C=C(O)C(C)C(CCC(O)CC(O)CC(=O)O)C21,zinc38309998,0.5972222222222222
zinc38309998,CCC(C)(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC(O)CC(O)CC(=O)O)C21,,CCC(C)(C)C(=O)OC1CC(C)(O)C=C2C=CC(C)C(CCC(O)CC(O)CC(=O)O)C21,zinc38309998,0.7205882352941176
zinc40442723,O=C1C=C2CN(C(C(=O)C3CC3)c3ccccc3F)CCC2S1,,O=CC=C1CN(C(C(=O)C2CC2)c2ccccc2F)CCC1S,zinc40442723,0.5666666666666667
zinc4556587,CCC1CC2CC3c4[nH]c5ccc(OC)cc5c4CCN(C2)C13,12-hydroxyibogamine,CCC1CC2CC3c4[nH]c5ccc(O)cc5c4CCN(C2)C13,zinc4556587,0.7454545454545455
zinc8660420,C=C(C)C1Cc2c(ccc3c2OC2COc4cc(OC)c(OC)cc4C2C3=O)O1,,C=C(C)C1Cc2c(ccc3c2OC2COc4cc(OC)c(O)cc4C2C3=O)O1,zinc8660420,0.8813559322033898
zinc8660420,C=C(C)C1Cc2c(ccc3c2OC2COc4cc(OC)c(OC)cc4C2C3=O)O1,,C=C(C)C1Cc2c(ccc3c2OC2COc4cc(OC)c(OC)cc4C2(O)C3=O)O1,zinc8660420,0.5942028985507246
zinc8660420,C=C(C)C1Cc2c(ccc3c2OC2COc4cc(OC)c(OC)cc4C2C3=O)O1,,C=C(CO)C1Cc2c(ccc3c2OC2COc4cc(OC)c(OC)cc4C2(O)C3=O)O1,zinc8660420,0.4868421052631579
zinc8660420,C=C(C)C1Cc2c(ccc3c2OC2COc4cc(OC)c(OC)cc4C2C3=O)O1,,COc1cc2c(cc1OC)C1(O)C(=O)c3ccc4c(c3OC1CO2)CC(C1(C)CO1)O4,zinc8660420,0.4342105263157895
zinc968306,CC(Cc1ccccc1)N(C)Cc1ccccc1,,CC(Cc1ccccc1)NCc1ccccc1,zinc968306,0.42424242424242425
ziprasidone,OC1=Nc2cc(Cl)c(CCN3CCN(c4nsc5ccccc45)CC3)cc2C1,,[O-][s+]1nc(N2CCN(CCc3cc4c(cc3Cl)N=C(O)C4)CC2)c2ccccc21,ziprasidone,0.6615384615384615
ziprasidone,OC1=Nc2cc(Cl)c(CCN3CCN(c4nsc5ccccc45)CC3)cc2C1,,c1ccc2c(N3CCNCC3)nsc2c1,ziprasidone,0.43103448275862066
ziprasidone,OC1=Nc2cc(Cl)c(CCN3CCN(c4nsc5ccccc45)CC3)cc2C1,,CCc1cc2c(cc1Cl)N=C(O)C2,ziprasidone,0.41379310344827586
zolmitriptan,CN(C)CCc1c[nH]c2ccc(CC3COC(O)=N3)cc12,N-Desmethylzolmitriptan,CNCCc1c[nH]c2ccc(CC3COC(O)=N3)cc12,zolmitriptan,0.7592592592592593
